candidate,election_name,precinct,votes,total_possible_votes,registered_votes_pct,total_votes_cast,cast_votes_pct
blank,electors_of_president_and_vice_president,pct_6,10,2535,0.39447731755424065,2089,0.47869794159885115
"biden,and,harris",electors_of_president_and_vice_president,pct_1,1761,2856,61.65966386554622,2267,77.67975297750331
"biden,and,harris",electors_of_president_and_vice_president,pct_2,1912,2844,67.22925457102671,2429,78.71552079044875
"biden,and,harris",electors_of_president_and_vice_president,pct_3,1834,2653,69.12928759894459,2301,79.70447631464582
"biden,and,harris",electors_of_president_and_vice_president,pct_4,2051,2964,69.1970310391363,2544,80.62106918238993
"biden,and,harris",electors_of_president_and_vice_president,pct_5,1897,2795,67.871198568873,2388,79.43886097152428
"biden,and,harris",electors_of_president_and_vice_president,pct_6,1650,2535,65.08875739644971,2089,78.98516036381044
"hawkins,and,walker",electors_of_president_and_vice_president,pct_1,11,2856,0.3851540616246499,2267,0.4852227613586237
"hawkins,and,walker",electors_of_president_and_vice_president,pct_2,13,2844,0.4571026722925457,2429,0.5351996706463565
"hawkins,and,walker",electors_of_president_and_vice_president,pct_3,15,2653,0.5653976630229929,2301,0.651890482398957
"hawkins,and,walker",electors_of_president_and_vice_president,pct_4,9,2964,0.30364372469635625,2544,0.3537735849056604
"hawkins,and,walker",electors_of_president_and_vice_president,pct_5,15,2795,0.5366726296958855,2388,0.628140703517588
"hawkins,and,walker",electors_of_president_and_vice_president,pct_6,11,2535,0.4339250493096647,2089,0.5265677357587363
"jorgensen,and,cohen",electors_of_president_and_vice_president,pct_1,24,2856,0.8403361344537815,2267,1.05866784296427
"jorgensen,and,cohen",electors_of_president_and_vice_president,pct_2,30,2844,1.0548523206751055,2429,1.2350761630300535
"jorgensen,and,cohen",electors_of_president_and_vice_president,pct_3,34,2653,1.2815680361854505,2301,1.477618426770969
"jorgensen,and,cohen",electors_of_president_and_vice_president,pct_4,40,2964,1.349527665317139,2544,1.5723270440251573
"jorgensen,and,cohen",electors_of_president_and_vice_president,pct_5,44,2795,1.5742397137745976,2388,1.8425460636515913
"jorgensen,and,cohen",electors_of_president_and_vice_president,pct_6,21,2535,0.8284023668639053,2089,1.0052656773575874
"trump,and,pence",electors_of_president_and_vice_president,pct_1,447,2856,15.65126050420168,2267,19.71768857520953
"trump,and,pence",electors_of_president_and_vice_president,pct_2,441,2844,15.50632911392405,2429,18.155619596541786
"trump,and,pence",electors_of_president_and_vice_president,pct_3,388,2653,14.624952883528081,2301,16.862233811386353
"trump,and,pence",electors_of_president_and_vice_president,pct_4,416,2964,14.035087719298245,2544,16.352201257861633
"trump,and,pence",electors_of_president_and_vice_president,pct_5,396,2795,14.168157423971378,2388,16.582914572864322
"trump,and,pence",electors_of_president_and_vice_president,pct_6,383,2535,15.108481262327416,2089,18.334131163236
scattered,electors_of_president_and_vice_president,pct_1,8,2856,0.2801120448179272,2267,0.35288928098808997
scattered,electors_of_president_and_vice_president,pct_2,12,2844,0.42194092827004215,2429,0.49403046521202143
scattered,electors_of_president_and_vice_president,pct_3,12,2653,0.4523181304183943,2301,0.5215123859191656
scattered,electors_of_president_and_vice_president,pct_4,16,2964,0.5398110661268556,2544,0.628930817610063
scattered,electors_of_president_and_vice_president,pct_5,22,2795,0.7871198568872988,2388,0.9212730318257957
scattered,electors_of_president_and_vice_president,pct_6,14,2535,0.5522682445759369,2089,0.6701771182383915
blank,senator_in_congress,pct_1,33,2856,1.1554621848739497,2267,1.4556682840758712
blank,senator_in_congress,pct_2,52,2844,1.8284106891701828,2429,2.140798682585426
blank,senator_in_congress,pct_3,29,2653,1.0931021485111194,2301,1.2603215993046502
blank,senator_in_congress,pct_4,48,2964,1.6194331983805668,2544,1.8867924528301887
blank,senator_in_congress,pct_5,47,2795,1.6815742397137745,2388,1.968174204355109
blank,senator_in_congress,pct_6,37,2535,1.4595660749506902,2089,1.7711823839157492
"edward,j.,markey",senator_in_congress,pct_1,1718,2856,60.154061624649856,2267,75.78297309219234
"edward,j.,markey",senator_in_congress,pct_2,1809,2844,63.60759493670886,2429,74.47509263071223
"edward,j.,markey",senator_in_congress,pct_3,1765,2653,66.52845834903883,2301,76.7057800956106
"edward,j.,markey",senator_in_congress,pct_4,1985,2964,66.97031039136301,2544,78.02672955974843
"edward,j.,markey",senator_in_congress,pct_5,1856,2795,66.40429338103758,2388,77.72194304857621
"edward,j.,markey",senator_in_congress,pct_6,1598,2535,63.03747534516765,2089,76.49593106749641
"kevin,j.,o",senator_in_congress,pct_1,499,2856,17.471988795518207,2267,22.011468901632114
"kevin,j.,o",senator_in_congress,pct_2,558,2844,19.62025316455696,2429,22.972416632358996
"kevin,j.,o",senator_in_congress,pct_3,497,2653,18.733509234828496,2301,21.599304650152106
"kevin,j.,o",senator_in_congress,pct_4,479,2964,16.16059379217274,2544,18.82861635220126
"kevin,j.,o",senator_in_congress,pct_5,472,2795,16.887298747763865,2388,19.765494137353436
"kevin,j.,o",senator_in_congress,pct_6,436,2535,17.199211045364894,2089,20.87123025370991
"dr,shiva",senator_in_congress,pct_1,15,2856,0.5252100840336135,2267,0.6616674018526687
"dr,shiva",senator_in_congress,pct_2,9,2844,0.31645569620253167,2429,0.37052284890901604
"dr,shiva",senator_in_congress,pct_3,6,2653,0.22615906520919715,2301,0.2607561929595828
"dr,shiva",senator_in_congress,pct_4,29,2964,0.9784075573549258,2544,1.139937106918239
"dr,shiva",senator_in_congress,pct_5,11,2795,0.3935599284436494,2388,0.46063651591289784
"dr,shiva",senator_in_congress,pct_6,14,2535,0.5522682445759369,2089,0.6701771182383915
scattered,senator_in_congress,pct_1,2,2856,0.0700280112044818,2267,0.08822232024702249
scattered,senator_in_congress,pct_2,1,2844,0.035161744022503515,2429,0.04116920543433512
scattered,senator_in_congress,pct_3,4,2653,0.15077271013946475,2301,0.1738374619730552
scattered,senator_in_congress,pct_4,3,2964,0.10121457489878542,2544,0.1179245283018868
scattered,senator_in_congress,pct_5,2,2795,0.07155635062611806,2388,0.08375209380234507
scattered,senator_in_congress,pct_6,4,2535,0.15779092702169625,2089,0.19147917663954045
blank,representative_in_congress,pct_1,402,2856,14.07563025210084,2267,17.73268636965152
blank,representative_in_congress,pct_2,465,2844,16.350210970464136,2429,19.143680526965827
blank,representative_in_congress,pct_3,405,2653,15.265736901620809,2301,17.60104302477184
blank,representative_in_congress,pct_4,400,2964,13.49527665317139,2544,15.723270440251572
blank,representative_in_congress,pct_5,391,2795,13.989266547406082,2388,16.373534338358457
blank,representative_in_congress,pct_6,387,2535,15.266272189349111,2089,18.525610339875538
"lori,loureiro,trahan",representative_in_congress,pct_1,1852,2856,64.84593837535014,2267,81.69386854874283
"lori,loureiro,trahan",representative_in_congress,pct_2,1936,2844,68.07313642756681,2429,79.70358172087279
"lori,loureiro,trahan",representative_in_congress,pct_3,1855,2653,69.92084432717678,2301,80.61712299000435
"lori,loureiro,trahan",representative_in_congress,pct_4,2122,2964,71.59244264507423,2544,83.4119496855346
"lori,loureiro,trahan",representative_in_congress,pct_5,1964,2795,70.26833631484794,2388,82.24455611390285
"lori,loureiro,trahan",representative_in_congress,pct_6,1680,2535,66.27218934911244,2089,80.421254188607
dr,representative_in_congress,pct_1,0,2856,0,2267,0
dr,representative_in_congress,pct_2,2,2844,0.07032348804500703,2429,0.08233841086867023
dr,representative_in_congress,pct_3,3,2653,0.11307953260459858,2301,0.1303780964797914
dr,representative_in_congress,pct_4,2,2964,0.06747638326585695,2544,0.07861635220125787
dr,representative_in_congress,pct_5,5,2795,0.17889087656529518,2388,0.20938023450586263
dr,representative_in_congress,pct_6,1,2535,0.03944773175542406,2089,0.04786979415988511
scattered,representative_in_congress,pct_1,13,2856,0.4551820728291317,2267,0.5734450816056462
scattered,representative_in_congress,pct_2,26,2844,0.9142053445850914,2429,1.070399341292713
scattered,representative_in_congress,pct_3,38,2653,1.4323407463249151,2301,1.6514558887440245
scattered,representative_in_congress,pct_4,20,2964,0.6747638326585695,2544,0.7861635220125787
scattered,representative_in_congress,pct_5,28,2795,1.001788908765653,2388,1.1725293132328307
scattered,representative_in_congress,pct_6,21,2535,0.8284023668639053,2089,1.0052656773575874
blank,councillor,pct_1,526,2856,18.417366946778714,2267,23.202470224966916
blank,councillor,pct_2,593,2844,20.850914205344584,2429,24.413338822560725
blank,councillor,pct_3,549,2653,20.693554466641537,2301,23.859191655801826
blank,councillor,pct_4,559,2964,18.859649122807017,2544,21.97327044025157
blank,councillor,pct_5,498,2795,17.8175313059034,2388,20.85427135678392
blank,councillor,pct_6,479,2535,18.895463510848128,2089,22.929631402584967
"marilyn,m.,petitto",councillor,pct_1,1735,2856,60.74929971988795,2267,76.53286281429202
"marilyn,m.,petitto",councillor,pct_2,1815,2844,63.81856540084389,2429,74.72210786331824
"marilyn,m.,petitto",councillor,pct_3,1718,2653,64.75687900490011,2301,74.6631899174272
"marilyn,m.,petitto",councillor,pct_4,1972,2964,66.53171390013495,2544,77.51572327044025
"marilyn,m.,petitto",councillor,pct_5,1870,2795,66.90518783542039,2388,78.30820770519263
"marilyn,m.,petitto",councillor,pct_6,1592,2535,62.80078895463511,2089,76.2087123025371
"dr,shiva",councillor,pct_1,0,2856,0,2267,0
"dr,shiva",councillor,pct_2,2,2844,0.07032348804500703,2429,0.08233841086867023
"dr,shiva",councillor,pct_3,2,2653,0.07538635506973237,2301,0.0869187309865276
"dr,shiva",councillor,pct_4,0,2964,0,2544,0
"dr,shiva",councillor,pct_5,4,2795,0.14311270125223613,2388,0.16750418760469013
"dr,shiva",councillor,pct_6,1,2535,0.03944773175542406,2089,0.04786979415988511
scattered,councillor,pct_1,6,2856,0.21008403361344538,2267,0.2646669607410675
scattered,councillor,pct_2,19,2844,0.6680731364275668,2429,0.7822149032523672
scattered,councillor,pct_3,32,2653,1.206181681115718,2301,1.3906996957844415
scattered,councillor,pct_4,13,2964,0.43859649122807015,2544,0.511006289308176
scattered,councillor,pct_5,16,2795,0.5724508050089445,2388,0.6700167504187605
scattered,councillor,pct_6,17,2535,0.6706114398422091,2089,0.8137865007180469
blank,senator_in_general_court,pct_1,460,2856,16.106442577030812,2267,20.291133656815173
blank,senator_in_general_court,pct_2,498,2844,17.51054852320675,2429,20.50226430629889
blank,senator_in_general_court,pct_3,448,2653,16.886543535620053,2301,19.469795740982182
blank,senator_in_general_court,pct_4,434,2964,14.642375168690958,2544,17.059748427672954
blank,senator_in_general_court,pct_5,423,2795,15.134168157423971,2388,17.713567839195978
blank,senator_in_general_court,pct_6,408,2535,16.09467455621302,2089,19.530876017233126
"james,b.,eldridge",senator_in_general_court,pct_1,1797,2856,62.92016806722689,2267,79.26775474194972
"james,b.,eldridge",senator_in_general_court,pct_2,1912,2844,67.22925457102671,2429,78.71552079044875
"james,b.,eldridge",senator_in_general_court,pct_3,1820,2653,68.60158311345647,2301,79.09604519774011
"james,b.,eldridge",senator_in_general_court,pct_4,2081,2964,70.20917678812417,2544,81.8003144654088
"james,b.,eldridge",senator_in_general_court,pct_5,1934,2795,69.19499105545617,2388,80.98827470686767
"james,b.,eldridge",senator_in_general_court,pct_6,1655,2535,65.28599605522683,2089,79.22450933460986
dr,senator_in_general_court,pct_1,0,2856,0,2267,0
dr,senator_in_general_court,pct_2,2,2844,0.07032348804500703,2429,0.08233841086867023
dr,senator_in_general_court,pct_3,4,2653,0.15077271013946475,2301,0.1738374619730552
dr,senator_in_general_court,pct_4,1,2964,0.033738191632928474,2544,0.039308176100628936
dr,senator_in_general_court,pct_5,6,2795,0.2146690518783542,2388,0.25125628140703515
dr,senator_in_general_court,pct_6,1,2535,0.03944773175542406,2089,0.04786979415988511
scattered,senator_in_general_court,pct_1,10,2856,0.350140056022409,2267,0.4411116012351125
scattered,senator_in_general_court,pct_2,17,2844,0.5977496483825597,2429,0.699876492383697
scattered,senator_in_general_court,pct_3,29,2653,1.0931021485111194,2301,1.2603215993046502
scattered,senator_in_general_court,pct_4,28,2964,0.9446693657219973,2544,1.10062893081761
scattered,senator_in_general_court,pct_5,25,2795,0.8944543828264758,2388,1.0469011725293134
scattered,senator_in_general_court,pct_6,25,2535,0.9861932938856016,2089,1.1967448539971277
blank,representative_in_general_court_14th,pct_1,486,2856,17.016806722689076,2267,21.438023820026466
blank,representative_in_general_court_14th,pct_2,542,2844,19.057665260196906,2429,22.31370934540963
blank,representative_in_general_court_14th,pct_3,0,2653,0,0,NA
blank,representative_in_general_court_14th,pct_4,0,2964,0,0,NA
blank,representative_in_general_court_14th,pct_5,0,2795,0,0,NA
blank,representative_in_general_court_14th,pct_6,442,2535,17.435897435897434,2089,21.15844901866922
"tami,l.,gouveia",representative_in_general_court_14th,pct_1,1774,2856,62.11484593837535,2267,78.25319805910895
"tami,l.,gouveia",representative_in_general_court_14th,pct_2,1871,2844,65.78762306610409,2429,77.027583367641
"tami,l.,gouveia",representative_in_general_court_14th,pct_3,0,2653,0,0,NA
"tami,l.,gouveia",representative_in_general_court_14th,pct_4,0,2964,0,0,NA
"tami,l.,gouveia",representative_in_general_court_14th,pct_5,0,2795,0,0,NA
"tami,l.,gouveia",representative_in_general_court_14th,pct_6,1628,2535,64.22090729783038,2089,77.93202489229296
scattered,representative_in_general_court_14th,pct_1,7,2856,0.24509803921568626,2267,0.30877812086457873
scattered,representative_in_general_court_14th,pct_2,16,2844,0.5625879043600562,2429,0.6587072869493619
scattered,representative_in_general_court_14th,pct_3,0,2653,0,0,NA
scattered,representative_in_general_court_14th,pct_4,0,2964,0,0,NA
scattered,representative_in_general_court_14th,pct_5,0,2795,0,0,NA
scattered,representative_in_general_court_14th,pct_6,19,2535,0.7495069033530571,2089,0.9095260890378172
blank,representative_in_general_court_37th,pct_1,0,2856,0,0,NA
blank,representative_in_general_court_37th,pct_2,0,2844,0,0,NA
blank,representative_in_general_court_37th,pct_3,126,2653,4.749340369393139,2301,5.475880052151238
blank,representative_in_general_court_37th,pct_4,154,2964,5.195681511470985,2544,6.053459119496855
blank,representative_in_general_court_37th,pct_5,138,2795,4.937388193202147,2388,5.778894472361809
blank,representative_in_general_court_37th,pct_6,0,2535,0,0,NA
"danillo,a.,sena",representative_in_general_court_37th,pct_1,0,2856,0,0,NA
"danillo,a.,sena",representative_in_general_court_37th,pct_2,0,2844,0,0,NA
"danillo,a.,sena",representative_in_general_court_37th,pct_3,1731,2653,65.24689031285338,2301,75.22816166883963
"danillo,a.,sena",representative_in_general_court_37th,pct_4,1938,2964,65.38461538461539,2544,76.17924528301887
"danillo,a.,sena",representative_in_general_court_37th,pct_5,1823,2795,65.22361359570662,2388,76.34003350083752
"danillo,a.,sena",representative_in_general_court_37th,pct_6,0,2535,0,0,NA
"catherine,j.,clark",representative_in_general_court_37th,pct_1,0,2856,0,0,NA
"catherine,j.,clark",representative_in_general_court_37th,pct_2,0,2844,0,0,NA
"catherine,j.,clark",representative_in_general_court_37th,pct_3,441,2653,16.62269129287599,2301,19.165580182529336
"catherine,j.,clark",representative_in_general_court_37th,pct_4,449,2964,15.148448043184883,2544,17.64937106918239
"catherine,j.,clark",representative_in_general_court_37th,pct_5,422,2795,15.098389982110913,2388,17.67169179229481
"catherine,j.,clark",representative_in_general_court_37th,pct_6,0,2535,0,0,NA
scattered,representative_in_general_court_37th,pct_1,0,2856,0,0,NA
scattered,representative_in_general_court_37th,pct_2,0,2844,0,0,NA
scattered,representative_in_general_court_37th,pct_3,3,2653,0.11307953260459858,2301,0.1303780964797914
scattered,representative_in_general_court_37th,pct_4,3,2964,0.10121457489878542,2544,0.1179245283018868
scattered,representative_in_general_court_37th,pct_5,5,2795,0.17889087656529518,2388,0.20938023450586263
scattered,representative_in_general_court_37th,pct_6,0,2535,0,0,NA
blank,register_of_probate,pct_1,629,2856,22.023809523809522,2267,27.745919717688576
blank,register_of_probate,pct_2,762,2844,26.79324894514768,2429,31.370934540963358
blank,register_of_probate,pct_3,691,2653,26.045985676592537,2301,30.030421555845283
blank,register_of_probate,pct_4,706,2964,23.819163292847502,2544,27.751572327044027
blank,register_of_probate,pct_5,661,2795,23.64937388193202,2388,27.68006700167504
blank,register_of_probate,pct_6,607,2535,23.944773175542405,2089,29.056965055050266
"tara,e.,decristofaro",register_of_probate,pct_1,1634,2856,57.212885154061624,2267,72.07763564181738
"tara,e.,decristofaro",register_of_probate,pct_2,1654,2844,58.157524613220815,2429,68.09386578839029
"tara,e.,decristofaro",register_of_probate,pct_3,1578,2653,59.47983415001885,2301,68.57887874837027
"tara,e.,decristofaro",register_of_probate,pct_4,1830,2964,61.74089068825911,2544,71.93396226415094
"tara,e.,decristofaro",register_of_probate,pct_5,1711,2795,61.21645796064401,2388,71.64991624790619
"tara,e.,decristofaro",register_of_probate,pct_6,1470,2535,57.98816568047337,2089,70.36859741503112
scattered,register_of_probate,pct_1,4,2856,0.1400560224089636,2267,0.17644464049404499
scattered,register_of_probate,pct_2,13,2844,0.4571026722925457,2429,0.5351996706463565
scattered,register_of_probate,pct_3,32,2653,1.206181681115718,2301,1.3906996957844415
scattered,register_of_probate,pct_4,8,2964,0.2699055330634278,2544,0.3144654088050315
scattered,register_of_probate,pct_5,16,2795,0.5724508050089445,2388,0.6700167504187605
scattered,register_of_probate,pct_6,12,2535,0.4733727810650888,2089,0.5744375299186213
blank,question_1_motor_vehicle_right_to_repair,pct_1,123,2856,4.30672268907563,2267,5.425672695191883
blank,question_1_motor_vehicle_right_to_repair,pct_2,94,2844,3.305203938115331,2429,3.8699053108275012
blank,question_1_motor_vehicle_right_to_repair,pct_3,69,2653,2.600829249905767,2301,2.9986962190352022
blank,question_1_motor_vehicle_right_to_repair,pct_4,95,2964,3.205128205128205,2544,3.734276729559748
blank,question_1_motor_vehicle_right_to_repair,pct_5,95,2795,3.3989266547406083,2388,3.978224455611391
blank,question_1_motor_vehicle_right_to_repair,pct_6,69,2535,2.72189349112426,2089,3.303015797032073
yes,question_1_motor_vehicle_right_to_repair,pct_1,1573,2856,55.077030812324935,2267,69.38685487428319
yes,question_1_motor_vehicle_right_to_repair,pct_2,1716,2844,60.337552742616026,2429,70.64635652531906
yes,question_1_motor_vehicle_right_to_repair,pct_3,1750,2653,65.96306068601582,2301,76.05388961321165
yes,question_1_motor_vehicle_right_to_repair,pct_4,1894,2964,63.90013495276653,2544,74.4496855345912
yes,question_1_motor_vehicle_right_to_repair,pct_5,1781,2795,63.72093023255814,2388,74.58123953098827
yes,question_1_motor_vehicle_right_to_repair,pct_6,1492,2535,58.85601577909271,2089,71.42173288654858
no,question_1_motor_vehicle_right_to_repair,pct_1,571,2856,19.992997198879554,2267,25.18747243052492
no,question_1_motor_vehicle_right_to_repair,pct_2,619,2844,21.765119549929675,2429,25.483738163853438
no,question_1_motor_vehicle_right_to_repair,pct_3,482,2653,18.168111571805504,2301,20.947414167753152
no,question_1_motor_vehicle_right_to_repair,pct_4,555,2964,18.724696356275302,2544,21.816037735849054
no,question_1_motor_vehicle_right_to_repair,pct_5,512,2795,18.318425760286225,2388,21.440536013400337
no,question_1_motor_vehicle_right_to_repair,pct_6,528,2535,20.828402366863905,2089,25.27525131641934
blank,question_2_ranked_choice_voting,pct_1,81,2856,2.8361344537815127,2267,3.573003970004411
blank,question_2_ranked_choice_voting,pct_2,55,2844,1.9338959212376934,2429,2.2643062988884313
blank,question_2_ranked_choice_voting,pct_3,52,2653,1.960045231813042,2301,2.2598870056497176
blank,question_2_ranked_choice_voting,pct_4,70,2964,2.3616734143049936,2544,2.751572327044025
blank,question_2_ranked_choice_voting,pct_5,71,2795,2.5402504472271916,2388,2.9731993299832498
blank,question_2_ranked_choice_voting,pct_6,68,2535,2.6824457593688362,2089,3.2551460028721877
yes,question_2_ranked_choice_voting,pct_1,1293,2856,45.273109243697476,2267,57.03573003970004
yes,question_2_ranked_choice_voting,pct_2,1370,2844,48.171589310829816,2429,56.40181144503911
yes,question_2_ranked_choice_voting,pct_3,1354,2653,51.036562382208814,2301,58.84398087787919
yes,question_2_ranked_choice_voting,pct_4,1532,2964,51.686909581646425,2544,60.22012578616353
yes,question_2_ranked_choice_voting,pct_5,1396,2795,49.94633273703041,2388,58.458961474036855
yes,question_2_ranked_choice_voting,pct_6,1224,2535,48.28402366863905,2089,58.59262805169938
no,question_2_ranked_choice_voting,pct_1,893,2856,31.26750700280112,2267,39.391265990295544
no,question_2_ranked_choice_voting,pct_2,1004,2844,35.30239099859353,2429,41.33388225607246
no,question_2_ranked_choice_voting,pct_3,895,2653,33.73539389370524,2301,38.8961321164711
no,question_2_ranked_choice_voting,pct_4,942,2964,31.781376518218625,2544,37.028301886792455
no,question_2_ranked_choice_voting,pct_5,921,2795,32.95169946332737,2388,38.5678391959799
no,question_2_ranked_choice_voting,pct_6,797,2535,31.439842209072978,2089,38.152225945428434
