candidate,election_name,precinct,votes,total_possible_votes,registered_votes_pct,total_votes_cast,cast_votes_pct
blank,electors_of_president_and_vice_president,pct_4,18,2703,0.6659267480577136,2312,0.7785467128027681
blank,electors_of_president_and_vice_president,pct_5,36,2606,1.3814274750575595,2167,1.6612828795569912
blank,electors_of_president_and_vice_president,pct_6,31,2336,1.327054794520548,1941,1.5971148892323546
"clinton,and,kaine",electors_of_president_and_vice_president,pct_1,1459,2620,55.68702290076336,2084,70.00959692898272
"clinton,and,kaine",electors_of_president_and_vice_president,pct_2,1550,2611,59.36422826503256,2228,69.56912028725314
"clinton,and,kaine",electors_of_president_and_vice_president,pct_3,1580,2583,61.169183120402636,2235,70.69351230425056
"clinton,and,kaine",electors_of_president_and_vice_president,pct_4,1675,2703,61.96818349981502,2312,72.44809688581316
"clinton,and,kaine",electors_of_president_and_vice_president,pct_5,1580,2606,60.629316960859555,2167,72.91185971389017
"clinton,and,kaine",electors_of_president_and_vice_president,pct_6,1354,2336,57.96232876712328,1941,69.75785677485831
"johnson,and,weld",electors_of_president_and_vice_president,pct_1,89,2620,3.396946564885496,2084,4.27063339731286
"johnson,and,weld",electors_of_president_and_vice_president,pct_2,96,2611,3.6767522022213712,2228,4.308797127468582
"johnson,and,weld",electors_of_president_and_vice_president,pct_3,90,2583,3.484320557491289,2235,4.026845637583892
"johnson,and,weld",electors_of_president_and_vice_president,pct_4,104,2703,3.847576766555679,2312,4.498269896193772
"johnson,and,weld",electors_of_president_and_vice_president,pct_5,95,2606,3.6454336147352264,2167,4.383940932164283
"johnson,and,weld",electors_of_president_and_vice_president,pct_6,78,2336,3.339041095890411,1941,4.01854714064915
"stein,and,baraka",electors_of_president_and_vice_president,pct_1,30,2620,1.1450381679389312,2084,1.4395393474088292
"stein,and,baraka",electors_of_president_and_vice_president,pct_2,26,2611,0.9957870547682881,2228,1.1669658886894074
"stein,and,baraka",electors_of_president_and_vice_president,pct_3,44,2583,1.7034456058846303,2235,1.9686800894854588
"stein,and,baraka",electors_of_president_and_vice_president,pct_4,45,2703,1.6648168701442843,2312,1.9463667820069204
"stein,and,baraka",electors_of_president_and_vice_president,pct_5,33,2606,1.266308518802763,2167,1.5228426395939088
"stein,and,baraka",electors_of_president_and_vice_president,pct_6,30,2336,1.2842465753424657,1941,1.545595054095827
"trump,and,pence",electors_of_president_and_vice_president,pct_1,438,2620,16.717557251908396,2084,21.017274472168907
"trump,and,pence",electors_of_president_and_vice_president,pct_2,480,2611,18.383761011106856,2228,21.543985637342907
"trump,and,pence",electors_of_president_and_vice_president,pct_3,435,2583,16.840882694541232,2235,19.463087248322147
"trump,and,pence",electors_of_president_and_vice_president,pct_4,414,2703,15.316315205327413,2312,17.906574394463668
"trump,and,pence",electors_of_president_and_vice_president,pct_5,387,2606,14.850345356868763,2167,17.858790955237655
"trump,and,pence",electors_of_president_and_vice_president,pct_6,401,2336,17.166095890410958,1941,20.659453889747553
evan,electors_of_president_and_vice_president,pct_1,4,2620,0.15267175572519084,2084,0.19193857965451055
evan,electors_of_president_and_vice_president,pct_2,8,2611,0.3063960168517809,2228,0.3590664272890485
evan,electors_of_president_and_vice_president,pct_3,14,2583,0.5420054200542005,2235,0.6263982102908278
evan,electors_of_president_and_vice_president,pct_4,4,2703,0.14798372179060304,2312,0.17301038062283738
evan,electors_of_president_and_vice_president,pct_5,4,2606,0.15349194167306215,2167,0.18458698661744347
evan,electors_of_president_and_vice_president,pct_6,6,2336,0.2568493150684931,1941,0.3091190108191654
scattered,electors_of_president_and_vice_president,pct_1,27,2620,1.0305343511450382,2084,1.2955854126679462
scattered,electors_of_president_and_vice_president,pct_2,35,2611,1.3404825737265416,2228,1.570915619389587
scattered,electors_of_president_and_vice_president,pct_3,43,2583,1.664730933023616,2235,1.9239373601789709
scattered,electors_of_president_and_vice_president,pct_4,52,2703,1.9237883832778395,2312,2.249134948096886
scattered,electors_of_president_and_vice_president,pct_5,32,2606,1.2279355333844972,2167,1.4766958929395477
scattered,electors_of_president_and_vice_president,pct_6,41,2336,1.75513698630137,1941,2.11231324059763
blank,representative_in_congress,pct_1,73,2620,2.786259541984733,2084,3.502879078694818
blank,representative_in_congress,pct_2,60,2611,2.297970126388357,2228,2.6929982046678633
blank,representative_in_congress,pct_3,55,2583,2.129307007355788,2235,2.460850111856823
blank,representative_in_congress,pct_4,59,2703,2.182759896411395,2312,2.551903114186851
blank,representative_in_congress,pct_5,55,2606,2.110514198004605,2167,2.5380710659898478
blank,representative_in_congress,pct_6,57,2336,2.440068493150685,1941,2.936630602782071
"nicola,s.,tsongas",representative_in_congress,pct_1,1472,2620,56.18320610687023,2084,70.63339731285988
"nicola,s.,tsongas",representative_in_congress,pct_2,1582,2611,60.58981233243968,2228,71.00538599640933
"nicola,s.,tsongas",representative_in_congress,pct_3,1636,2583,63.33720480061944,2235,73.19910514541387
"nicola,s.,tsongas",representative_in_congress,pct_4,1735,2703,64.18793932667407,2312,75.0432525951557
"nicola,s.,tsongas",representative_in_congress,pct_5,1648,2606,63.238679969301614,2167,76.0498384863867
"nicola,s.,tsongas",representative_in_congress,pct_6,1380,2336,59.07534246575342,1941,71.09737248840804
"ann,wofford",representative_in_congress,pct_1,537,2620,20.49618320610687,2084,25.767754318618042
"ann,wofford",representative_in_congress,pct_2,583,2611,22.328609728073534,2228,26.166965888689408
"ann,wofford",representative_in_congress,pct_3,541,2583,20.94463801780875,2235,24.205816554809843
"ann,wofford",representative_in_congress,pct_4,500,2703,18.49796522382538,2312,21.626297577854672
"ann,wofford",representative_in_congress,pct_5,462,2606,17.728319263238678,2167,21.31979695431472
"ann,wofford",representative_in_congress,pct_6,501,2336,21.44691780821918,1941,25.811437403400312
scattered,representative_in_congress,pct_1,2,2620,0.07633587786259542,2084,0.09596928982725528
scattered,representative_in_congress,pct_2,3,2611,0.11489850631941785,2228,0.13464991023339318
scattered,representative_in_congress,pct_3,3,2583,0.11614401858304298,2235,0.1342281879194631
scattered,representative_in_congress,pct_4,18,2703,0.6659267480577136,2312,0.7785467128027681
scattered,representative_in_congress,pct_5,2,2606,0.07674597083653108,2167,0.09229349330872173
scattered,representative_in_congress,pct_6,3,2336,0.12842465753424656,1941,0.1545595054095827
blank,councillor,pct_1,506,2620,19.31297709923664,2084,24.280230326295584
blank,councillor,pct_2,576,2611,22.060513213328225,2228,25.852782764811487
blank,councillor,pct_3,588,2583,22.76422764227642,2235,26.308724832214764
blank,councillor,pct_4,552,2703,20.42175360710322,2312,23.875432525951556
blank,councillor,pct_5,509,2606,19.53184957789716,2167,23.48869404706968
blank,councillor,pct_6,519,2336,22.21746575342466,1941,26.738794435857805
"marilyn,m.,petitto",councillor,pct_1,1552,2620,59.23664122137404,2084,74.4721689059501
"marilyn,m.,petitto",councillor,pct_2,1629,2611,62.38988893144389,2228,73.1149012567325
"marilyn,m.,petitto",councillor,pct_3,1611,2583,62.36933797909408,2235,72.08053691275168
"marilyn,m.,petitto",councillor,pct_4,1724,2703,63.7809840917499,2312,74.5674740484429
"marilyn,m.,petitto",councillor,pct_5,1647,2606,63.20030698388335,2167,76.00369173973235
"marilyn,m.,petitto",councillor,pct_6,1403,2336,60.05993150684932,1941,72.28232869654818
scattered,councillor,pct_1,26,2620,0.9923664122137404,2084,1.2476007677543186
scattered,councillor,pct_2,23,2611,0.8808885484488702,2228,1.0323159784560145
scattered,councillor,pct_3,36,2583,1.3937282229965158,2235,1.6107382550335572
scattered,councillor,pct_4,36,2703,1.3318534961154271,2312,1.5570934256055362
scattered,councillor,pct_5,11,2606,0.422102839600921,2167,0.5076142131979695
scattered,councillor,pct_6,19,2336,0.8133561643835616,1941,0.9788768675940238
blank,town_of_acton_final,pct_1,231,2620,8.81679389312977,8423,2.7424907990027303
blank,town_of_acton_final,pct_1,231,2620,3.435114503816794,8423,2.7424907990027303
blank,town_of_acton_final,pct_2,204,2611,7.813098429720414,8914,2.288534888938748
blank,town_of_acton_final,pct_2,204,2611,2.8341631558789735,8914,2.288534888938748
blank,town_of_acton_final,pct_3,144,2583,5.574912891986063,23771,0.6057801522863994
blank,town_of_acton_final,pct_3,144,2583,2.5551684088269457,23771,0.6057801522863994
blank,town_of_acton_final,pct_4,162,2703,5.993340732519423,23888,0.6781647689216342
blank,town_of_acton_final,pct_4,162,2703,4.328523862375139,23888,0.6781647689216342
blank,town_of_acton_final,pct_5,182,2606,6.983883346124328,26315,0.6916207486224586
blank,town_of_acton_final,pct_5,182,2606,3.031465848042978,26315,0.6916207486224586
blank,town_of_acton_final,pct_6,190,2336,8.133561643835616,25494,0.745273397662195
blank,town_of_acton_final,pct_6,190,2336,4.238013698630137,25494,0.745273397662195
"james,b.,eldridge",town_of_acton_final,pct_1,1337,2620,51.03053435114504,8423,15.873204321500653
"james,b.,eldridge",town_of_acton_final,pct_2,1465,2611,56.108770585982384,8914,16.434821628898362
"james,b.,eldridge",town_of_acton_final,pct_3,1565,2583,60.588463027487414,23771,6.583652349501494
"james,b.,eldridge",town_of_acton_final,pct_4,1666,2703,61.63522012578616,23888,6.974212993971869
"james,b.,eldridge",town_of_acton_final,pct_5,1517,2606,58.211818879508826,26315,5.764772943188295
"james,b.,eldridge",town_of_acton_final,pct_6,1235,2336,52.8681506849315,25494,4.8442770848042676
ted,town_of_acton_final,pct_1,443,2620,16.908396946564885,8423,5.259408761723852
ted,town_of_acton_final,pct_2,488,2611,18.690157027958637,8914,5.474534440206416
ted,town_of_acton_final,pct_3,427,2583,16.53116531165312,23771,1.7963064237936983
ted,town_of_acton_final,pct_4,377,2703,13.947465778764338,23888,1.5781982585398524
ted,town_of_acton_final,pct_5,373,2606,14.313123561013047,26315,1.4174425232756982
ted,town_of_acton_final,pct_6,438,2336,18.75,25494,1.7180513061896916
"terra,firedrichs",town_of_acton_final,pct_1,71,2620,2.709923664122137,8423,0.8429300724207526
"terra,firedrichs",town_of_acton_final,pct_2,68,2611,2.6043661432401377,8914,0.7628449629795826
"terra,firedrichs",town_of_acton_final,pct_3,95,2583,3.677893921796361,23771,0.3996466282444996
"terra,firedrichs",town_of_acton_final,pct_4,88,2703,3.2556418793932664,23888,0.3683858004018754
"terra,firedrichs",town_of_acton_final,pct_5,92,2606,3.5303146584804295,26315,0.3496104883146494
"terra,firedrichs",town_of_acton_final,pct_6,75,2336,3.2106164383561646,25494,0.2941868674982349
scattered,town_of_acton_final,pct_1,2,2620,0.07633587786259542,8423,0.023744509082274726
scattered,town_of_acton_final,pct_2,3,2611,0.11489850631941785,8914,0.03365492483733453
scattered,town_of_acton_final,pct_3,4,2583,0.15485869144405728,23771,0.016827226452399983
scattered,town_of_acton_final,pct_4,19,2703,0.7029226785053644,23888,0.07953784326858673
scattered,town_of_acton_final,pct_5,3,2606,0.11511895625479662,26315,0.011400342010260307
scattered,town_of_acton_final,pct_6,3,2336,0.12842465753424656,25494,0.011767474699929396
blank,representative_in_general_court_14th,pct_1,121,2620,4.618320610687023,2084,5.8061420345489445
blank,representative_in_general_court_14th,pct_2,114,2611,4.366143240137879,2228,5.11669658886894
blank,representative_in_general_court_14th,pct_3,0,2583,0,0,NA
blank,representative_in_general_court_14th,pct_4,0,2703,0,0,NA
blank,representative_in_general_court_14th,pct_5,0,2606,0,0,NA
blank,representative_in_general_court_14th,pct_6,102,2336,4.366438356164384,1941,5.255023183925812
"cory,atkins",representative_in_general_court_14th,pct_1,1250,2620,47.70992366412214,2084,59.980806142034545
"cory,atkins",representative_in_general_court_14th,pct_2,1326,2611,50.78513979318269,2228,59.51526032315978
"cory,atkins",representative_in_general_court_14th,pct_3,0,2583,0,0,NA
"cory,atkins",representative_in_general_court_14th,pct_4,0,2703,0,0,NA
"cory,atkins",representative_in_general_court_14th,pct_5,0,2606,0,0,NA
"cory,atkins",representative_in_general_court_14th,pct_6,1182,2336,50.599315068493155,1941,60.89644513137558
"helen,brady",representative_in_general_court_14th,pct_1,616,2620,23.51145038167939,2084,29.558541266794624
"helen,brady",representative_in_general_court_14th,pct_2,693,2611,26.541554959785525,2228,31.104129263913826
"helen,brady",representative_in_general_court_14th,pct_3,0,2583,0,0,NA
"helen,brady",representative_in_general_court_14th,pct_4,0,2703,0,0,NA
"helen,brady",representative_in_general_court_14th,pct_5,0,2606,0,0,NA
"helen,brady",representative_in_general_court_14th,pct_6,584,2336,25,1941,30.0875837197321
"daniel,l.,factor",representative_in_general_court_14th,pct_1,96,2620,3.6641221374045805,2084,4.606525911708253
"daniel,l.,factor",representative_in_general_court_14th,pct_2,90,2611,3.4469551895825354,2228,4.039497307001795
"daniel,l.,factor",representative_in_general_court_14th,pct_3,0,2583,0,0,NA
"daniel,l.,factor",representative_in_general_court_14th,pct_4,0,2703,0,0,NA
"daniel,l.,factor",representative_in_general_court_14th,pct_5,0,2606,0,0,NA
"daniel,l.,factor",representative_in_general_court_14th,pct_6,70,2336,2.996575342465753,1941,3.6063884595569293
scattered,representative_in_general_court_14th,pct_1,1,2620,0.03816793893129771,2084,0.04798464491362764
scattered,representative_in_general_court_14th,pct_2,5,2611,0.19149751053236308,2228,0.2244165170556553
scattered,representative_in_general_court_14th,pct_3,0,2583,0,0,NA
scattered,representative_in_general_court_14th,pct_4,0,2703,0,0,NA
scattered,representative_in_general_court_14th,pct_5,0,2606,0,0,NA
scattered,representative_in_general_court_14th,pct_6,3,2336,0.12842465753424656,1941,0.1545595054095827
blank,representative_in_general_court_37th,pct_1,0,2620,0,0,NA
blank,representative_in_general_court_37th,pct_2,0,2611,0,0,NA
blank,representative_in_general_court_37th,pct_3,522,2583,20.209059233449477,2235,23.355704697986575
blank,representative_in_general_court_37th,pct_4,471,2703,17.42508324084351,2312,20.3719723183391
blank,representative_in_general_court_37th,pct_5,468,2606,17.958557175748275,2167,21.596677434240885
blank,representative_in_general_court_37th,pct_6,0,2336,0,0,NA
"jennifer,e.,benson",representative_in_general_court_37th,pct_1,0,2620,0,0,NA
"jennifer,e.,benson",representative_in_general_court_37th,pct_2,0,2611,0,0,NA
"jennifer,e.,benson",representative_in_general_court_37th,pct_3,1679,2583,65.00193573364305,2235,75.12304250559284
"jennifer,e.,benson",representative_in_general_court_37th,pct_4,1804,2703,66.74065852756198,2312,78.02768166089965
"jennifer,e.,benson",representative_in_general_court_37th,pct_5,1685,2606,64.65848042977743,2167,77.75726811259807
"jennifer,e.,benson",representative_in_general_court_37th,pct_6,0,2336,0,0,NA
scattered,representative_in_general_court_37th,pct_1,0,2620,0,0,NA
scattered,representative_in_general_court_37th,pct_2,0,2611,0,0,NA
scattered,representative_in_general_court_37th,pct_3,34,2583,1.316298877274487,2235,1.5212527964205815
scattered,representative_in_general_court_37th,pct_4,37,2703,1.368849426563078,2312,1.6003460207612457
scattered,representative_in_general_court_37th,pct_5,14,2606,0.5372217958557176,2167,0.6460544531610521
scattered,representative_in_general_court_37th,pct_6,0,2336,0,0,NA
blank,sheriff,pct_1,464,2620,17.709923664122137,2084,22.264875239923224
blank,sheriff,pct_2,558,2611,21.37112217541172,2228,25.04488330341113
blank,sheriff,pct_3,563,2583,21.796360820751065,2235,25.190156599552573
blank,sheriff,pct_4,554,2703,20.495745467998518,2312,23.961937716262977
blank,sheriff,pct_5,498,2606,19.10974673829624,2167,22.98107983387171
blank,sheriff,pct_6,501,2336,21.44691780821918,1941,25.811437403400312
"peter,j.,koutoujian",sheriff,pct_1,1607,2620,61.335877862595424,2084,77.11132437619962
"peter,j.,koutoujian",sheriff,pct_2,1654,2611,63.34737648410571,2228,74.23698384201077
"peter,j.,koutoujian",sheriff,pct_3,1639,2583,63.45334881920248,2235,73.33333333333333
"peter,j.,koutoujian",sheriff,pct_4,1727,2703,63.89197188309286,2312,74.69723183391004
"peter,j.,koutoujian",sheriff,pct_5,1656,2606,63.545663852647735,2167,76.4190124596216
"peter,j.,koutoujian",sheriff,pct_6,1422,2336,60.87328767123288,1941,73.2612055641422
scattered,sheriff,pct_1,13,2620,0.4961832061068702,2084,0.6238003838771593
scattered,sheriff,pct_2,16,2611,0.6127920337035618,2228,0.718132854578097
scattered,sheriff,pct_3,33,2583,1.2775842044134729,2235,1.476510067114094
scattered,sheriff,pct_4,31,2703,1.1468738438771735,2312,1.3408304498269896
scattered,sheriff,pct_5,13,2606,0.49884881043745205,2167,0.5999077065066913
scattered,sheriff,pct_6,18,2336,0.7705479452054794,1941,0.9273570324574961
blank,town_of_acton_final,pct_1,90,2620,8.81679389312977,8423,1.0685029087023628
blank,town_of_acton_final,pct_1,90,2620,3.435114503816794,8423,1.0685029087023628
blank,town_of_acton_final,pct_2,74,2611,7.813098429720414,8914,0.8301548126542516
blank,town_of_acton_final,pct_2,74,2611,2.8341631558789735,8914,0.8301548126542516
blank,town_of_acton_final,pct_3,66,2583,5.574912891986063,23771,0.2776492364645997
blank,town_of_acton_final,pct_3,66,2583,2.5551684088269457,23771,0.2776492364645997
blank,town_of_acton_final,pct_4,117,2703,5.993340732519423,23888,0.4897856664434025
blank,town_of_acton_final,pct_4,117,2703,4.328523862375139,23888,0.4897856664434025
blank,town_of_acton_final,pct_5,79,2606,6.983883346124328,26315,0.30020900627018815
blank,town_of_acton_final,pct_5,79,2606,3.031465848042978,26315,0.30020900627018815
blank,town_of_acton_final,pct_6,99,2336,8.133561643835616,25494,0.38832666509767005
blank,town_of_acton_final,pct_6,99,2336,4.238013698630137,25494,0.38832666509767005
yes,town_of_acton_final,pct_1,560,2620,21.374045801526716,8423,6.648462543036923
yes,town_of_acton_final,pct_2,586,2611,22.443508234392954,8914,6.573928651559345
yes,town_of_acton_final,pct_3,494,2583,19.125048393341075,23771,2.078162466871398
yes,town_of_acton_final,pct_4,569,2703,21.050684424713282,23888,2.3819490957803082
yes,town_of_acton_final,pct_5,503,2606,19.301611665387565,26315,1.9114573437203117
yes,town_of_acton_final,pct_6,464,2336,19.863013698630137,25494,1.8200360869224133
no,town_of_acton_final,pct_1,1434,2620,54.73282442748092,8423,17.02481301199098
no,town_of_acton_final,pct_2,1568,2611,60.05361930294906,8914,17.59030738164685
no,town_of_acton_final,pct_3,1675,2583,64.847077042199,23771,7.046401076942494
no,town_of_acton_final,pct_4,1626,2703,60.15538290788013,23888,6.806764902880107
no,town_of_acton_final,pct_5,1585,2606,60.82118188795088,26315,6.023180695420863
no,town_of_acton_final,pct_6,1378,2336,58.98972602739726,25494,5.405193378834236
blank,question_2_charter_school_expansion,pct_1,45,2620,1.717557251908397,2084,2.1593090211132435
blank,question_2_charter_school_expansion,pct_2,49,2611,1.876675603217158,2228,2.1992818671454217
blank,question_2_charter_school_expansion,pct_3,45,2583,1.7421602787456445,2235,2.013422818791946
blank,question_2_charter_school_expansion,pct_4,75,2703,2.774694783573807,2312,3.2439446366782003
blank,question_2_charter_school_expansion,pct_5,59,2606,2.264006139677667,2167,2.722658052607291
blank,question_2_charter_school_expansion,pct_6,63,2336,2.6969178082191783,1941,3.2457496136012365
yes,question_2_charter_school_expansion,pct_1,876,2620,33.43511450381679,2084,42.034548944337814
yes,question_2_charter_school_expansion,pct_2,998,2611,38.22290310225967,2228,44.7935368043088
yes,question_2_charter_school_expansion,pct_3,848,2583,32.830042586140145,2235,37.94183445190157
yes,question_2_charter_school_expansion,pct_4,857,2703,31.7055123936367,2312,37.067474048442904
yes,question_2_charter_school_expansion,pct_5,837,2606,32.11818879508826,2167,38.62482694970005
yes,question_2_charter_school_expansion,pct_6,759,2336,32.49143835616438,1941,39.10355486862442
no,question_2_charter_school_expansion,pct_1,1163,2620,44.38931297709924,2084,55.80614203454894
no,question_2_charter_school_expansion,pct_2,1181,2611,45.23171198774416,2228,53.007181328545784
no,question_2_charter_school_expansion,pct_3,1342,2583,51.95509097948122,2235,60.04474272930649
no,question_2_charter_school_expansion,pct_4,1380,2703,51.054384017758046,2312,59.688581314878896
no,question_2_charter_school_expansion,pct_5,1271,2606,48.7720644666155,2167,58.65251499769266
no,question_2_charter_school_expansion,pct_6,1119,2336,47.90239726027397,1941,57.650695517774345
blank,question_3_conditions_for_farm_animals,pct_1,45,2620,1.717557251908397,2084,2.1593090211132435
blank,question_3_conditions_for_farm_animals,pct_2,41,2611,1.5702795863653771,2228,1.8402154398563735
blank,question_3_conditions_for_farm_animals,pct_3,39,2583,1.5098722415795587,2235,1.74496644295302
blank,question_3_conditions_for_farm_animals,pct_4,60,2703,2.2197558268590454,2312,2.5951557093425603
blank,question_3_conditions_for_farm_animals,pct_5,49,2606,1.8802762854950115,2167,2.2611905860636825
blank,question_3_conditions_for_farm_animals,pct_6,47,2336,2.011986301369863,1941,2.4214322514167956
yes,question_3_conditions_for_farm_animals,pct_1,1606,2620,61.29770992366412,2084,77.06333973128598
yes,question_3_conditions_for_farm_animals,pct_2,1674,2611,64.11336652623515,2228,75.13464991023339
yes,question_3_conditions_for_farm_animals,pct_3,1730,2583,66.97638404955478,2235,77.40492170022371
yes,question_3_conditions_for_farm_animals,pct_4,1792,2703,66.29670736219015,2312,77.50865051903114
yes,question_3_conditions_for_farm_animals,pct_5,1722,2606,66.07828089025325,2167,79.4646977388094
yes,question_3_conditions_for_farm_animals,pct_6,1490,2336,63.784246575342465,1941,76.76455435342608
no,question_3_conditions_for_farm_animals,pct_1,433,2620,16.526717557251906,2084,20.777351247600766
no,question_3_conditions_for_farm_animals,pct_2,513,2611,19.64764458062045,2228,23.025134649910235
no,question_3_conditions_for_farm_animals,pct_3,466,2583,18.041037553232677,2235,20.85011185682327
no,question_3_conditions_for_farm_animals,pct_4,460,2703,17.01812800591935,2312,19.896193771626297
no,question_3_conditions_for_farm_animals,pct_5,396,2606,15.195702225633154,2167,18.274111675126903
no,question_3_conditions_for_farm_animals,pct_6,404,2336,17.294520547945204,1941,20.814013395157136
blank,question_4_legalization_regulation_and_taxation_of_marijuana,pct_1,36,2620,1.3740458015267176,2084,1.727447216890595
blank,question_4_legalization_regulation_and_taxation_of_marijuana,pct_2,56,2611,2.1447721179624666,2228,2.5134649910233393
blank,question_4_legalization_regulation_and_taxation_of_marijuana,pct_3,23,2583,0.8904374758033295,2235,1.029082774049217
blank,question_4_legalization_regulation_and_taxation_of_marijuana,pct_4,44,2703,1.6278209396966332,2312,1.9031141868512111
blank,question_4_legalization_regulation_and_taxation_of_marijuana,pct_5,34,2606,1.3046815042210285,2167,1.5689893862482696
blank,question_4_legalization_regulation_and_taxation_of_marijuana,pct_6,36,2336,1.5410958904109588,1941,1.8547140649149922
yes,question_4_legalization_regulation_and_taxation_of_marijuana,pct_1,968,2620,36.94656488549619,2084,46.449136276391556
yes,question_4_legalization_regulation_and_taxation_of_marijuana,pct_2,1052,2611,40.291076216009195,2228,47.217235188509875
yes,question_4_legalization_regulation_and_taxation_of_marijuana,pct_3,1194,2583,46.2253193960511,2235,53.42281879194631
yes,question_4_legalization_regulation_and_taxation_of_marijuana,pct_4,1279,2703,47.31779504254532,2312,55.32006920415225
yes,question_4_legalization_regulation_and_taxation_of_marijuana,pct_5,1159,2606,44.47429009976977,2167,53.484079372404246
yes,question_4_legalization_regulation_and_taxation_of_marijuana,pct_6,989,2336,42.33732876712329,1941,50.95311695002576
no,question_4_legalization_regulation_and_taxation_of_marijuana,pct_1,1080,2620,41.221374045801525,2084,51.82341650671785
no,question_4_legalization_regulation_and_taxation_of_marijuana,pct_2,1120,2611,42.89544235924933,2228,50.269299820466784
no,question_4_legalization_regulation_and_taxation_of_marijuana,pct_3,1018,2583,39.411536972512586,2235,45.54809843400447
