candidate,election_name,precinct,votes,total_possible_votes,registered_votes_pct,total_votes_cast,cast_votes_pct
"johnson,and,gray",elector_s_of_pr_esident_and_vice_pr_esident,pct_1,18,2304,0.78125,1845,0.975609756097561
"johnson,and,gray",elector_s_of_pr_esident_and_vice_pr_esident,pct_2,19,2345,0.810234541577825,1978,0.9605662285136503
"johnson,and,gray",elector_s_of_pr_esident_and_vice_pr_esident,pct_3,34,2462,1.380991064175467,2143,1.5865608959402706
"johnson,and,gray",elector_s_of_pr_esident_and_vice_pr_esident,pct_4,25,2551,0.9800078400627206,2149,1.1633317822242903
"johnson,and,gray",elector_s_of_pr_esident_and_vice_pr_esident,pct_5,25,2511,0.9956192751891677,2071,1.2071463061323033
"johnson,and,gray",elector_s_of_pr_esident_and_vice_pr_esident,pct_6,15,2230,0.672645739910314,1836,0.8169934640522877
"obama,and,biden",elector_s_of_pr_esident_and_vice_pr_esident,pct_1,1228,2304,53.298611111111114,1845,66.55826558265584
"obama,and,biden",elector_s_of_pr_esident_and_vice_pr_esident,pct_2,1216,2345,51.8550106609808,1978,61.476238624873616
"obama,and,biden",elector_s_of_pr_esident_and_vice_pr_esident,pct_3,1378,2462,55.97075548334687,2143,64.30237984134392
"obama,and,biden",elector_s_of_pr_esident_and_vice_pr_esident,pct_4,1462,2551,57.3108584868679,2149,68.03164262447649
"obama,and,biden",elector_s_of_pr_esident_and_vice_pr_esident,pct_5,1454,2511,57.90521704500199,2071,70.20762916465476
"obama,and,biden",elector_s_of_pr_esident_and_vice_pr_esident,pct_6,1134,2230,50.85201793721973,1836,61.76470588235294
"romney,and,ryan",elector_s_of_pr_esident_and_vice_pr_esident,pct_1,583,2304,25.303819444444443,1845,31.59891598915989
"romney,and,ryan",elector_s_of_pr_esident_and_vice_pr_esident,pct_2,722,2345,30.788912579957355,1978,36.5015166835187
"romney,and,ryan",elector_s_of_pr_esident_and_vice_pr_esident,pct_3,699,2462,28.391551584077984,2143,32.61782547830145
"romney,and,ryan",elector_s_of_pr_esident_and_vice_pr_esident,pct_4,636,2551,24.93139945119561,2149,29.595160539785947
"romney,and,ryan",elector_s_of_pr_esident_and_vice_pr_esident,pct_5,565,2511,22.500995619275187,2071,27.281506518590053
"romney,and,ryan",elector_s_of_pr_esident_and_vice_pr_esident,pct_6,670,2230,30.04484304932735,1836,36.492374727668846
"stein,and,honkala",elector_s_of_pr_esident_and_vice_pr_esident,pct_1,5,2304,0.2170138888888889,1845,0.27100271002710025
"stein,and,honkala",elector_s_of_pr_esident_and_vice_pr_esident,pct_2,14,2345,0.5970149253731344,1978,0.7077856420626896
"stein,and,honkala",elector_s_of_pr_esident_and_vice_pr_esident,pct_3,24,2462,0.974817221770918,2143,1.1199253383107792
"stein,and,honkala",elector_s_of_pr_esident_and_vice_pr_esident,pct_4,20,2551,0.7840062720501764,2149,0.9306654257794323
"stein,and,honkala",elector_s_of_pr_esident_and_vice_pr_esident,pct_5,11,2511,0.43807248108323377,2071,0.5311443746982134
"stein,and,honkala",elector_s_of_pr_esident_and_vice_pr_esident,pct_6,9,2230,0.40358744394618834,1836,0.49019607843137253
scattered,elector_s_of_pr_esident_and_vice_pr_esident,pct_1,3,2304,0.13020833333333331,1845,0.16260162601626016
scattered,elector_s_of_pr_esident_and_vice_pr_esident,pct_2,3,2345,0.1279317697228145,1978,0.15166835187057634
scattered,elector_s_of_pr_esident_and_vice_pr_esident,pct_3,0,2462,0,2143,0
scattered,elector_s_of_pr_esident_and_vice_pr_esident,pct_4,0,2551,0,2149,0
scattered,elector_s_of_pr_esident_and_vice_pr_esident,pct_5,8,2511,0.31859816806053365,2071,0.386286817962337
scattered,elector_s_of_pr_esident_and_vice_pr_esident,pct_6,3,2230,0.13452914798206278,1836,0.16339869281045752
blanks,senator_in_congr_ess,pct_1,7,2304,0.3038194444444445,1845,0.3794037940379404
blanks,senator_in_congr_ess,pct_2,9,2345,0.3837953091684435,1978,0.455005055611729
blanks,senator_in_congr_ess,pct_3,10,2462,0.4061738424045491,2143,0.4666355576294913
blanks,senator_in_congr_ess,pct_4,13,2551,0.5096040768326147,2149,0.604932526756631
blanks,senator_in_congr_ess,pct_5,13,2511,0.5177220230983672,2071,0.6277160791887977
blanks,senator_in_congr_ess,pct_6,13,2230,0.5829596412556054,1836,0.7080610021786492
"scott,p.,brown",senator_in_congr_ess,pct_1,732,2304,31.770833333333332,1845,39.67479674796748
"scott,p.,brown",senator_in_congr_ess,pct_2,920,2345,39.23240938166311,1978,46.51162790697674
"scott,p.,brown",senator_in_congr_ess,pct_3,876,2462,35.580828594638504,2143,40.87727484834344
"scott,p.,brown",senator_in_congr_ess,pct_4,832,2551,32.61466091728734,2149,38.715681712424384
"scott,p.,brown",senator_in_congr_ess,pct_5,781,2511,31.1031461569096,2071,37.711250603573156
"scott,p.,brown",senator_in_congr_ess,pct_6,824,2230,36.950672645739914,1836,44.88017429193899
"elizabeth,a.,warren",senator_in_congr_ess,pct_1,1102,2304,47.82986111111111,1845,59.728997289972895
"elizabeth,a.,warren",senator_in_congr_ess,pct_2,1048,2345,44.6908315565032,1978,52.98281092012134
"elizabeth,a.,warren",senator_in_congr_ess,pct_3,1255,2462,50.97481722177092,2143,58.562762482501164
"elizabeth,a.,warren",senator_in_congr_ess,pct_4,1303,2551,51.07800862406899,2149,60.63285248953001
"elizabeth,a.,warren",senator_in_congr_ess,pct_5,1273,2511,50.69693349263241,2071,61.46788990825688
"elizabeth,a.,warren",senator_in_congr_ess,pct_6,996,2230,44.663677130044846,1836,54.248366013071895
scattered,senator_in_congr_ess,pct_1,4,2304,0.1736111111111111,1845,0.21680216802168023
scattered,senator_in_congr_ess,pct_2,1,2345,0.042643923240938165,1978,0.05055611729019212
scattered,senator_in_congr_ess,pct_3,2,2462,0.08123476848090982,2143,0.09332711152589827
scattered,senator_in_congr_ess,pct_4,1,2551,0.03920031360250882,2149,0.04653327128897162
scattered,senator_in_congr_ess,pct_5,4,2511,0.15929908403026682,2071,0.1931434089811685
scattered,senator_in_congr_ess,pct_6,3,2230,0.13452914798206278,1836,0.16339869281045752
blanks,r_ep_in_congr_ess,pct_1,60,2304,2.604166666666667,1845,3.2520325203252036
blanks,r_ep_in_congr_ess,pct_2,48,2345,2.046908315565032,1978,2.4266936299292214
blanks,r_ep_in_congr_ess,pct_3,64,2462,2.5995125913891144,2143,2.9864675688287448
blanks,r_ep_in_congr_ess,pct_4,56,2551,2.195217561740494,2149,2.6058631921824107
blanks,r_ep_in_congr_ess,pct_5,66,2511,2.6284348864994027,2071,3.1868662481892804
blanks,r_ep_in_congr_ess,pct_6,48,2230,2.1524663677130045,1836,2.6143790849673203
"nicola,s.,tsongas",r_ep_in_congr_ess,pct_1,1281,2304,55.598958333333336,1845,69.4308943089431
"nicola,s.,tsongas",r_ep_in_congr_ess,pct_2,1302,2345,55.52238805970149,1978,65.82406471183013
"nicola,s.,tsongas",r_ep_in_congr_ess,pct_3,1485,2462,60.316815597075546,2143,69.29538030797947
"nicola,s.,tsongas",r_ep_in_congr_ess,pct_4,1528,2551,59.89807918463348,2149,71.10283852954863
"nicola,s.,tsongas",r_ep_in_congr_ess,pct_5,1513,2511,60.25487853444843,2071,73.056494447127
"nicola,s.,tsongas",r_ep_in_congr_ess,pct_6,1228,2230,55.067264573991025,1836,66.88453159041394
"jonathan,a.,golnik",r_ep_in_congr_ess,pct_1,503,2304,21.83159722222222,1845,27.262872628726285
"jonathan,a.,golnik",r_ep_in_congr_ess,pct_2,627,2345,26.73773987206823,1978,31.698685540950457
"jonathan,a.,golnik",r_ep_in_congr_ess,pct_3,592,2462,24.045491470349308,2143,27.624825011665887
"jonathan,a.,golnik",r_ep_in_congr_ess,pct_4,560,2551,21.95217561740494,2149,26.058631921824105
"jonathan,a.,golnik",r_ep_in_congr_ess,pct_5,488,2511,19.434488251692553,2071,23.56349589570256
"jonathan,a.,golnik",r_ep_in_congr_ess,pct_6,559,2230,25.067264573991032,1836,30.446623093681918
scattered,r_ep_in_congr_ess,pct_1,1,2304,0.043402777777777776,1845,0.05420054200542006
scattered,r_ep_in_congr_ess,pct_2,1,2345,0.042643923240938165,1978,0.05055611729019212
scattered,r_ep_in_congr_ess,pct_3,2,2462,0.08123476848090982,2143,0.09332711152589827
scattered,r_ep_in_congr_ess,pct_4,5,2551,0.1960015680125441,2149,0.23266635644485809
scattered,r_ep_in_congr_ess,pct_5,4,2511,0.15929908403026682,2071,0.1931434089811685
scattered,r_ep_in_congr_ess,pct_6,1,2230,0.04484304932735426,1836,0.054466230936819175
blanks,councillor,pct_1,311,2304,13.49826388888889,1845,16.856368563685635
blanks,councillor,pct_2,384,2345,16.375266524520256,1978,19.41354903943377
blanks,councillor,pct_3,433,2462,17.587327376116978,2143,20.205319645356976
blanks,councillor,pct_4,414,2551,16.228929831438652,2149,19.26477431363425
blanks,councillor,pct_5,367,2511,14.61569095977698,2071,17.720907774022212
blanks,councillor,pct_6,347,2230,15.56053811659193,1836,18.899782135076254
"marilyn,m.,petitto",councillor,pct_1,1142,2304,49.56597222222222,1845,61.8970189701897
"marilyn,m.,petitto",councillor,pct_2,1137,2345,48.486140724946694,1978,57.48230535894844
"marilyn,m.,petitto",councillor,pct_3,1274,2462,51.74654752233956,2143,59.4493700419972
"marilyn,m.,petitto",councillor,pct_4,1300,2551,50.960407683261465,2149,60.4932526756631
"marilyn,m.,petitto",councillor,pct_5,1305,2511,51.971326164874554,2071,63.013037180106224
"marilyn,m.,petitto",councillor,pct_6,1067,2230,47.847533632286996,1836,58.11546840958606
"thomas,sheff",councillor,pct_1,385,2304,16.710069444444446,1845,20.867208672086722
"thomas,sheff",councillor,pct_2,456,2345,19.445628997867804,1978,23.053589484327603
"thomas,sheff",councillor,pct_3,435,2462,17.66856214459789,2143,20.298646756882874
"thomas,sheff",councillor,pct_4,432,2551,16.93453547628381,2149,20.10237319683574
"thomas,sheff",councillor,pct_5,393,2511,15.651135005973716,2071,18.976339932399807
"thomas,sheff",councillor,pct_6,421,2230,18.878923766816143,1836,22.93028322440087
scattered,councillor,pct_1,7,2304,0.3038194444444445,1845,0.3794037940379404
scattered,councillor,pct_2,1,2345,0.042643923240938165,1978,0.05055611729019212
scattered,councillor,pct_3,1,2462,0.04061738424045491,2143,0.04666355576294914
scattered,councillor,pct_4,3,2551,0.11760094080752645,2149,0.13959981386691486
scattered,councillor,pct_5,6,2511,0.23894862604540024,2071,0.28971511347175277
scattered,councillor,pct_6,1,2230,0.04484304932735426,1836,0.054466230936819175
blanks,sen_in_gener_al_cour_t,pct_1,113,2304,4.904513888888888,1845,6.124661246612466
blanks,sen_in_gener_al_cour_t,pct_2,108,2345,4.605543710021322,1978,5.460060667340748
blanks,sen_in_gener_al_cour_t,pct_3,98,2462,3.9805036555645814,2143,4.573028464769015
blanks,sen_in_gener_al_cour_t,pct_4,96,2551,3.7632301058408464,2149,4.467194043741276
blanks,sen_in_gener_al_cour_t,pct_5,104,2511,4.141776184786938,2071,5.0217286335103815
blanks,sen_in_gener_al_cour_t,pct_6,109,2230,4.887892376681615,1836,5.93681917211329
"james,b.,eldridge",sen_in_gener_al_cour_t,pct_1,1263,2304,54.817708333333336,1845,68.45528455284553
"james,b.,eldridge",sen_in_gener_al_cour_t,pct_2,1300,2345,55.437100213219615,1978,65.72295247724975
"james,b.,eldridge",sen_in_gener_al_cour_t,pct_3,1484,2462,60.2761982128351,2143,69.24871675221652
"james,b.,eldridge",sen_in_gener_al_cour_t,pct_4,1567,2551,61.42689141513132,2149,72.91763610981852
"james,b.,eldridge",sen_in_gener_al_cour_t,pct_5,1499,2511,59.6973317403425,2071,72.38049251569291
"james,b.,eldridge",sen_in_gener_al_cour_t,pct_6,1172,2230,52.5560538116592,1836,63.834422657952075
"dean,j.,cavaretta",sen_in_gener_al_cour_t,pct_1,467,2304,20.26909722222222,1845,25.31165311653116
"dean,j.,cavaretta",sen_in_gener_al_cour_t,pct_2,569,2345,24.264392324093816,1978,28.766430738119315
"dean,j.,cavaretta",sen_in_gener_al_cour_t,pct_3,561,2462,22.786352558895206,2143,26.178254783014467
"dean,j.,cavaretta",sen_in_gener_al_cour_t,pct_4,485,2551,19.012152097216777,2149,22.56863657515123
"dean,j.,cavaretta",sen_in_gener_al_cour_t,pct_5,463,2511,18.438868976503386,2071,22.356349589570257
"dean,j.,cavaretta",sen_in_gener_al_cour_t,pct_6,555,2230,24.887892376681613,1836,30.22875816993464
scattered,sen_in_gener_al_cour_t,pct_1,2,2304,0.08680555555555555,1845,0.10840108401084012
scattered,sen_in_gener_al_cour_t,pct_2,1,2345,0.042643923240938165,1978,0.05055611729019212
scattered,sen_in_gener_al_cour_t,pct_3,0,2462,0,2143,0
scattered,sen_in_gener_al_cour_t,pct_4,1,2551,0.03920031360250882,2149,0.04653327128897162
scattered,sen_in_gener_al_cour_t,pct_5,5,2511,0.1991238550378335,2071,0.24142926122646063
scattered,sen_in_gener_al_cour_t,pct_6,0,2230,0,1836,0
blanks,r_ep_in_gener_al_cour_t_14th_pct_126,pct_1,130,2304,5.642361111111112,1845,7.046070460704606
blanks,r_ep_in_gener_al_cour_t_14th_pct_126,pct_2,139,2345,5.927505330490406,1978,7.027300303336704
blanks,r_ep_in_gener_al_cour_t_14th_pct_126,pct_3,0,2462,0,0,NA
blanks,r_ep_in_gener_al_cour_t_14th_pct_126,pct_4,0,2551,0,0,NA
blanks,r_ep_in_gener_al_cour_t_14th_pct_126,pct_5,0,2511,0,0,NA
blanks,r_ep_in_gener_al_cour_t_14th_pct_126,pct_6,123,2230,5.515695067264574,1836,6.699346405228758
"cory,atkins",r_ep_in_gener_al_cour_t_14th_pct_126,pct_1,1189,2304,51.60590277777778,1845,64.44444444444444
"cory,atkins",r_ep_in_gener_al_cour_t_14th_pct_126,pct_2,1197,2345,51.04477611940299,1978,60.51567239635995
"cory,atkins",r_ep_in_gener_al_cour_t_14th_pct_126,pct_3,0,2462,0,0,NA
"cory,atkins",r_ep_in_gener_al_cour_t_14th_pct_126,pct_4,0,2551,0,0,NA
"cory,atkins",r_ep_in_gener_al_cour_t_14th_pct_126,pct_5,0,2511,0,0,NA
"cory,atkins",r_ep_in_gener_al_cour_t_14th_pct_126,pct_6,1138,2230,51.031390134529154,1836,61.98257080610022
"michael,j.,benn",r_ep_in_gener_al_cour_t_14th_pct_126,pct_1,523,2304,22.69965277777778,1845,28.346883468834687
"michael,j.,benn",r_ep_in_gener_al_cour_t_14th_pct_126,pct_2,642,2345,27.377398720682304,1978,32.45702730030334
"michael,j.,benn",r_ep_in_gener_al_cour_t_14th_pct_126,pct_3,0,2462,0,0,NA
"michael,j.,benn",r_ep_in_gener_al_cour_t_14th_pct_126,pct_4,0,2551,0,0,NA
"michael,j.,benn",r_ep_in_gener_al_cour_t_14th_pct_126,pct_5,0,2511,0,0,NA
"michael,j.,benn",r_ep_in_gener_al_cour_t_14th_pct_126,pct_6,575,2230,25.784753363228702,1836,31.318082788671024
scattered,r_ep_in_gener_al_cour_t_14th_pct_126,pct_1,3,2304,0.13020833333333331,1845,0.16260162601626016
scattered,r_ep_in_gener_al_cour_t_14th_pct_126,pct_2,0,2345,0,1978,0
scattered,r_ep_in_gener_al_cour_t_14th_pct_126,pct_3,0,2462,0,0,NA
scattered,r_ep_in_gener_al_cour_t_14th_pct_126,pct_4,0,2551,0,0,NA
scattered,r_ep_in_gener_al_cour_t_14th_pct_126,pct_5,0,2511,0,0,NA
scattered,r_ep_in_gener_al_cour_t_14th_pct_126,pct_6,0,2230,0,1836,0
blanks,r_ep_in_gener_al_cour_t_37th_pct_345,pct_1,0,2304,0,0,NA
blanks,r_ep_in_gener_al_cour_t_37th_pct_345,pct_2,0,2345,0,0,NA
blanks,r_ep_in_gener_al_cour_t_37th_pct_345,pct_3,535,2462,21.73030056864338,2143,24.96500233317779
blanks,r_ep_in_gener_al_cour_t_37th_pct_345,pct_4,473,2551,18.54174833398667,2149,22.010237319683572
blanks,r_ep_in_gener_al_cour_t_37th_pct_345,pct_5,454,2511,18.080446037435287,2071,21.921776919362625
blanks,r_ep_in_gener_al_cour_t_37th_pct_345,pct_6,0,2230,0,0,NA
"jennifer,e.,benson",r_ep_in_gener_al_cour_t_37th_pct_345,pct_1,0,2304,0,0,NA
"jennifer,e.,benson",r_ep_in_gener_al_cour_t_37th_pct_345,pct_2,0,2345,0,0,NA
"jennifer,e.,benson",r_ep_in_gener_al_cour_t_37th_pct_345,pct_3,1586,2462,64.4191714053615,2143,74.00839944003734
"jennifer,e.,benson",r_ep_in_gener_al_cour_t_37th_pct_345,pct_4,1657,2551,64.95491963935712,2149,77.10563052582596
"jennifer,e.,benson",r_ep_in_gener_al_cour_t_37th_pct_345,pct_5,1595,2511,63.5205097570689,2071,77.01593433124094
"jennifer,e.,benson",r_ep_in_gener_al_cour_t_37th_pct_345,pct_6,0,2230,0,0,NA
scattered,r_ep_in_gener_al_cour_t_37th_pct_345,pct_1,0,2304,0,0,NA
scattered,r_ep_in_gener_al_cour_t_37th_pct_345,pct_2,0,2345,0,0,NA
scattered,r_ep_in_gener_al_cour_t_37th_pct_345,pct_3,22,2462,0.8935824532900082,2143,1.026598226784881
scattered,r_ep_in_gener_al_cour_t_37th_pct_345,pct_4,19,2551,0.7448059584476676,2149,0.8841321544904607
scattered,r_ep_in_gener_al_cour_t_37th_pct_345,pct_5,22,2511,0.8761449621664675,2071,1.0622887493964268
scattered,r_ep_in_gener_al_cour_t_37th_pct_345,pct_6,0,2230,0,0,NA
blanks,cler_k_of_cour_ts,pct_1,473,2304,20.52951388888889,1845,25.636856368563688
blanks,cler_k_of_cour_ts,pct_2,556,2345,23.710021321961623,1978,28.109201213346815
blanks,cler_k_of_cour_ts,pct_3,612,2462,24.857839155158405,2143,28.55809612692487
blanks,cler_k_of_cour_ts,pct_4,581,2551,22.775382203057625,2149,27.035830618892508
blanks,cler_k_of_cour_ts,pct_5,520,2511,20.708880923934686,2071,25.108643167551907
blanks,cler_k_of_cour_ts,pct_6,542,2230,24.30493273542601,1836,29.520697167755994
"michael,a.,sullivan",cler_k_of_cour_ts,pct_1,1357,2304,58.89756944444444,1845,73.55013550135502
"michael,a.,sullivan",cler_k_of_cour_ts,pct_2,1409,2345,60.08528784648187,1978,71.23356926188069
"michael,a.,sullivan",cler_k_of_cour_ts,pct_3,1520,2462,61.73842404549147,2143,70.92860475968268
"michael,a.,sullivan",cler_k_of_cour_ts,pct_4,1560,2551,61.15248921991376,2149,72.59190321079572
"michael,a.,sullivan",cler_k_of_cour_ts,pct_5,1535,2511,61.13102349661489,2071,74.11878319652342
"michael,a.,sullivan",cler_k_of_cour_ts,pct_6,1278,2230,57.309417040358746,1836,69.6078431372549
scattered,cler_k_of_cour_ts,pct_1,15,2304,0.6510416666666667,1845,0.8130081300813009
scattered,cler_k_of_cour_ts,pct_2,13,2345,0.5543710021321961,1978,0.6572295247724975
scattered,cler_k_of_cour_ts,pct_3,11,2462,0.4467912266450041,2143,0.5132991133924405
scattered,cler_k_of_cour_ts,pct_4,8,2551,0.31360250882007057,2149,0.37226617031177295
scattered,cler_k_of_cour_ts,pct_5,16,2511,0.6371963361210673,2071,0.772573635924674
scattered,cler_k_of_cour_ts,pct_6,16,2230,0.7174887892376681,1836,0.8714596949891068
blanks,sher_iff,pct_1,362,2304,15.711805555555555,1845,19.62059620596206
blanks,sher_iff,pct_2,412,2345,17.569296375266525,1978,20.82912032355915
blanks,sher_iff,pct_3,479,2462,19.455727051177902,2143,22.35184321045264
blanks,sher_iff,pct_4,457,2551,17.91454331634653,2149,21.265704979060025
blanks,sher_iff,pct_5,389,2511,15.491835921943448,2071,18.78319652341864
blanks,sher_iff,pct_6,380,2230,17.040358744394617,1836,20.697167755991288
"peter,j.,koutoujian",sher_iff,pct_1,1120,2304,48.61111111111111,1845,60.70460704607046
"peter,j.,koutoujian",sher_iff,pct_2,1146,2345,48.86993603411514,1978,57.93731041456016
"peter,j.,koutoujian",sher_iff,pct_3,1267,2462,51.46222583265637,2143,59.12272515165655
"peter,j.,koutoujian",sher_iff,pct_4,1287,2551,50.45080360642885,2149,59.88832014890647
"peter,j.,koutoujian",sher_iff,pct_5,1295,2511,51.57307845479888,2071,62.53017865765331
"peter,j.,koutoujian",sher_iff,pct_6,1050,2230,47.08520179372198,1836,57.18954248366013
"ernesto,m.,petrone",sher_iff,pct_1,359,2304,15.581597222222221,1845,19.4579945799458
"ernesto,m.,petrone",sher_iff,pct_2,419,2345,17.86780383795309,1978,21.183013144590497
"ernesto,m.,petrone",sher_iff,pct_3,394,2462,16.003249390739235,2143,18.38544097060196
"ernesto,m.,petrone",sher_iff,pct_4,401,2551,15.719325754606036,2149,18.659841786877617
"ernesto,m.,petrone",sher_iff,pct_5,378,2511,15.053763440860216,2071,18.252052148720423
"ernesto,m.,petrone",sher_iff,pct_6,402,2230,18.026905829596412,1836,21.895424836601308
scattered,sher_iff,pct_1,4,2304,0.1736111111111111,1845,0.21680216802168023
scattered,sher_iff,pct_2,1,2345,0.042643923240938165,1978,0.05055611729019212
scattered,sher_iff,pct_3,3,2462,0.12185215272136475,2143,0.1399906672888474
scattered,sher_iff,pct_4,4,2551,0.15680125441003528,2149,0.18613308515588647
scattered,sher_iff,pct_5,9,2511,0.35842293906810035,2071,0.43457267020762913
scattered,sher_iff,pct_6,4,2230,0.17937219730941703,1836,0.2178649237472767
blanks,r_egister_of_deeds,pct_1,497,2304,21.571180555555554,1845,26.93766937669377
blanks,r_egister_of_deeds,pct_2,582,2345,24.818763326226012,1978,29.42366026289181
blanks,r_egister_of_deeds,pct_3,632,2462,25.670186839967506,2143,29.491367242183852
blanks,r_egister_of_deeds,pct_4,609,2551,23.87299098392787,2149,28.338762214983714
blanks,r_egister_of_deeds,pct_5,535,2511,21.306252489048187,2071,25.832930951231287
blanks,r_egister_of_deeds,pct_6,563,2230,25.246636771300444,1836,30.664488017429193
"maria,c.,curtatone",r_egister_of_deeds,pct_1,1335,2304,57.942708333333336,1845,72.35772357723577
"maria,c.,curtatone",r_egister_of_deeds,pct_2,1386,2345,59.1044776119403,1978,70.07077856420626
"maria,c.,curtatone",r_egister_of_deeds,pct_3,1498,2462,60.84484159220146,2143,69.90200653289781
"maria,c.,curtatone",r_egister_of_deeds,pct_4,1530,2551,59.97647981183849,2149,71.19590507212658
"maria,c.,curtatone",r_egister_of_deeds,pct_5,1515,2511,60.334528076463556,2071,73.15306615161758
"maria,c.,curtatone",r_egister_of_deeds,pct_6,1262,2230,56.59192825112107,1836,68.73638344226579
scattered,r_egister_of_deeds,pct_1,13,2304,0.564236111111111,1845,0.7046070460704607
scattered,r_egister_of_deeds,pct_2,10,2345,0.42643923240938164,1978,0.5055611729019212
