candidate,election_name,candidate_name,precinct,votes,total_possible_votes,registered_votes_pct,total_votes_cast,cast_votes_pct,ward,wp_distric,wp_name,town,town_id,pop_2020,area_miles,perimeter,shape_area,shape_len
blank,library_trustee_3_yr_term,Blanks,1,84,1890,4.44444444444444,130,64.6153846153846,,"1",Acton Precinct 1,ACTON,"2",3457,2.20000005,7.86999989,5690555.89727,12667.5725015
blank,library_trustee_3_yr_term,Blanks,2,234,2346,9.97442455242967,292,80.1369863013699,,"2",Acton Precinct 2,ACTON,"2",3344,3.72000003,10.21000004,9639979.63048,16439.4488578
blank,library_trustee_3_yr_term,Blanks,3,400,2582,15.4918667699458,531,75.3295668549906,,"3",Acton Precinct 3,ACTON,"2",3585,2.13000011,7.03000021,5510891.39562,11313.8060786
blank,library_trustee_3_yr_term,Blanks,4,289,2383,12.127570289551,387,74.6770025839793,,"4",Acton Precinct 4,ACTON,"2",3434,2.77999997,7.01999998,7197528.9734,11303.6206045
blank,library_trustee_3_yr_term,Blanks,5,271,2384,11.3674496644295,333,81.3813813813814,,"5",Acton Precinct 5,ACTON,"2",3516,2.94000006,7.53999996,7604337.19163,12141.3925561
blank,library_trustee_3_yr_term,Blanks,6,264,2343,11.2676056338028,326,80.9815950920245,,"6",Acton Precinct 6,ACTON,"2",3316,3.28999996,9.59000015,8510541.56807,15440.2386749
blank,library_trustee_3_yr_term,Blanks,7,138,2038,6.77134445534838,189,73.015873015873,,"7",Acton Precinct 7,ACTON,"2",3369,3.25,9.77000046,8412192.34646,15726.0660266
"write,inthomas,lemire",library_trustee_3_yr_term,Write,1,34,1890,1.7989417989418,130,26.1538461538462,,"1",Acton Precinct 1,ACTON,"2",3457,2.20000005,7.86999989,5690555.89727,12667.5725015
"write,inthomas,lemire",library_trustee_3_yr_term,Write,2,39,2346,1.66240409207161,292,13.3561643835616,,"2",Acton Precinct 2,ACTON,"2",3344,3.72000003,10.21000004,9639979.63048,16439.4488578
"write,inthomas,lemire",library_trustee_3_yr_term,Write,3,86,2582,3.33075135553834,531,16.195856873823,,"3",Acton Precinct 3,ACTON,"2",3585,2.13000011,7.03000021,5510891.39562,11313.8060786
"write,inthomas,lemire",library_trustee_3_yr_term,Write,4,58,2383,2.4339068401175,387,14.9870801033592,,"4",Acton Precinct 4,ACTON,"2",3434,2.77999997,7.01999998,7197528.9734,11303.6206045
"write,inthomas,lemire",library_trustee_3_yr_term,Write,5,34,2384,1.4261744966443,333,10.2102102102102,,"5",Acton Precinct 5,ACTON,"2",3516,2.94000006,7.53999996,7604337.19163,12141.3925561
"write,inthomas,lemire",library_trustee_3_yr_term,Write,6,48,2343,2.04865556978233,326,14.7239263803681,,"6",Acton Precinct 6,ACTON,"2",3316,3.28999996,9.59000015,8510541.56807,15440.2386749
"write,inthomas,lemire",library_trustee_3_yr_term,Write,7,33,2038,1.61923454367027,189,17.4603174603175,,"7",Acton Precinct 7,ACTON,"2",3369,3.25,9.77000046,8412192.34646,15726.0660266
"write,in",library_trustee_3_yr_term,Write,1,12,1890,0.634920634920635,130,9.23076923076923,,"1",Acton Precinct 1,ACTON,"2",3457,2.20000005,7.86999989,5690555.89727,12667.5725015
"write,in",library_trustee_3_yr_term,Write,2,19,2346,0.809889173060529,292,6.50684931506849,,"2",Acton Precinct 2,ACTON,"2",3344,3.72000003,10.21000004,9639979.63048,16439.4488578
"write,in",library_trustee_3_yr_term,Write,3,45,2582,1.7428350116189,531,8.47457627118644,,"3",Acton Precinct 3,ACTON,"2",3585,2.13000011,7.03000021,5510891.39562,11313.8060786
"write,in",library_trustee_3_yr_term,Write,4,40,2383,1.67855644146034,387,10.3359173126615,,"4",Acton Precinct 4,ACTON,"2",3434,2.77999997,7.01999998,7197528.9734,11303.6206045
"write,in",library_trustee_3_yr_term,Write,5,28,2384,1.1744966442953,333,8.40840840840841,,"5",Acton Precinct 5,ACTON,"2",3516,2.94000006,7.53999996,7604337.19163,12141.3925561
"write,in",library_trustee_3_yr_term,Write,6,14,2343,0.597524541186513,326,4.29447852760736,,"6",Acton Precinct 6,ACTON,"2",3316,3.28999996,9.59000015,8510541.56807,15440.2386749
"write,in",library_trustee_3_yr_term,Write,7,18,2038,0.883218842001963,189,9.52380952380952,,"7",Acton Precinct 7,ACTON,"2",3369,3.25,9.77000046,8412192.34646,15726.0660266
blank,library_trustee_1_yr_term,Blanks,1,18,1890,0.952380952380952,130,13.8461538461538,,"1",Acton Precinct 1,ACTON,"2",3457,2.20000005,7.86999989,5690555.89727,12667.5725015
blank,library_trustee_1_yr_term,Blanks,2,53,2346,2.25916453537937,288,18.4027777777778,,"2",Acton Precinct 2,ACTON,"2",3344,3.72000003,10.21000004,9639979.63048,16439.4488578
blank,library_trustee_1_yr_term,Blanks,3,67,2582,2.59488768396592,531,12.6177024482109,,"3",Acton Precinct 3,ACTON,"2",3585,2.13000011,7.03000021,5510891.39562,11313.8060786
blank,library_trustee_1_yr_term,Blanks,4,45,2383,1.88837599664289,387,11.6279069767442,,"4",Acton Precinct 4,ACTON,"2",3434,2.77999997,7.01999998,7197528.9734,11303.6206045
blank,library_trustee_1_yr_term,Blanks,5,47,2384,1.97147651006711,333,14.1141141141141,,"5",Acton Precinct 5,ACTON,"2",3516,2.94000006,7.53999996,7604337.19163,12141.3925561
blank,library_trustee_1_yr_term,Blanks,6,54,2343,2.30473751600512,326,16.5644171779141,,"6",Acton Precinct 6,ACTON,"2",3316,3.28999996,9.59000015,8510541.56807,15440.2386749
blank,library_trustee_1_yr_term,Blanks,7,34,2038,1.66830225711482,189,17.989417989418,,"7",Acton Precinct 7,ACTON,"2",3369,3.25,9.77000046,8412192.34646,15726.0660266
"terra,friedrichs",library_trustee_1_yr_term,Terra,1,21,1890,1.11111111111111,130,16.1538461538462,,"1",Acton Precinct 1,ACTON,"2",3457,2.20000005,7.86999989,5690555.89727,12667.5725015
"terra,friedrichs",library_trustee_1_yr_term,Terra,2,39,2346,1.66240409207161,288,13.5416666666667,,"2",Acton Precinct 2,ACTON,"2",3344,3.72000003,10.21000004,9639979.63048,16439.4488578
"terra,friedrichs",library_trustee_1_yr_term,Terra,3,64,2582,2.47869868319132,531,12.0527306967985,,"3",Acton Precinct 3,ACTON,"2",3585,2.13000011,7.03000021,5510891.39562,11313.8060786
"terra,friedrichs",library_trustee_1_yr_term,Terra,4,58,2383,2.4339068401175,387,14.9870801033592,,"4",Acton Precinct 4,ACTON,"2",3434,2.77999997,7.01999998,7197528.9734,11303.6206045
"terra,friedrichs",library_trustee_1_yr_term,Terra,5,70,2384,2.93624161073825,333,21.021021021021,,"5",Acton Precinct 5,ACTON,"2",3516,2.94000006,7.53999996,7604337.19163,12141.3925561
"terra,friedrichs",library_trustee_1_yr_term,Terra,6,52,2343,2.21937686726419,326,15.9509202453988,,"6",Acton Precinct 6,ACTON,"2",3316,3.28999996,9.59000015,8510541.56807,15440.2386749
"terra,friedrichs",library_trustee_1_yr_term,Terra,7,28,2038,1.3738959764475,189,14.8148148148148,,"7",Acton Precinct 7,ACTON,"2",3369,3.25,9.77000046,8412192.34646,15726.0660266
"annette,m.,lochrie",library_trustee_1_yr_term,Annette,1,38,1890,2.01058201058201,130,29.2307692307692,,"1",Acton Precinct 1,ACTON,"2",3457,2.20000005,7.86999989,5690555.89727,12667.5725015
"annette,m.,lochrie",library_trustee_1_yr_term,Annette,2,94,2346,4.00682011935209,288,32.6388888888889,,"2",Acton Precinct 2,ACTON,"2",3344,3.72000003,10.21000004,9639979.63048,16439.4488578
"annette,m.,lochrie",library_trustee_1_yr_term,Annette,3,195,2582,7.55228505034857,531,36.7231638418079,,"3",Acton Precinct 3,ACTON,"2",3585,2.13000011,7.03000021,5510891.39562,11313.8060786
"annette,m.,lochrie",library_trustee_1_yr_term,Annette,4,151,2383,6.3365505665128,387,39.0180878552972,,"4",Acton Precinct 4,ACTON,"2",3434,2.77999997,7.01999998,7197528.9734,11303.6206045
"annette,m.,lochrie",library_trustee_1_yr_term,Annette,5,108,2384,4.53020134228188,333,32.4324324324324,,"5",Acton Precinct 5,ACTON,"2",3516,2.94000006,7.53999996,7604337.19163,12141.3925561
"annette,m.,lochrie",library_trustee_1_yr_term,Annette,6,101,2343,4.31071276141699,326,30.9815950920245,,"6",Acton Precinct 6,ACTON,"2",3316,3.28999996,9.59000015,8510541.56807,15440.2386749
"annette,m.,lochrie",library_trustee_1_yr_term,Annette,7,49,2038,2.40431795878312,189,25.9259259259259,,"7",Acton Precinct 7,ACTON,"2",3369,3.25,9.77000046,8412192.34646,15726.0660266
"eric,schlesinger",library_trustee_1_yr_term,Eric,1,50,1890,2.64550264550265,130,38.4615384615385,,"1",Acton Precinct 1,ACTON,"2",3457,2.20000005,7.86999989,5690555.89727,12667.5725015
"eric,schlesinger",library_trustee_1_yr_term,Eric,2,97,2346,4.13469735720375,288,33.6805555555556,,"2",Acton Precinct 2,ACTON,"2",3344,3.72000003,10.21000004,9639979.63048,16439.4488578
"eric,schlesinger",library_trustee_1_yr_term,Eric,3,201,2582,7.78466305189775,531,37.8531073446328,,"3",Acton Precinct 3,ACTON,"2",3585,2.13000011,7.03000021,5510891.39562,11313.8060786
"eric,schlesinger",library_trustee_1_yr_term,Eric,4,130,2383,5.45530843474612,387,33.5917312661499,,"4",Acton Precinct 4,ACTON,"2",3434,2.77999997,7.01999998,7197528.9734,11303.6206045
"eric,schlesinger",library_trustee_1_yr_term,Eric,5,104,2384,4.36241610738255,333,31.2312312312312,,"5",Acton Precinct 5,ACTON,"2",3516,2.94000006,7.53999996,7604337.19163,12141.3925561
"eric,schlesinger",library_trustee_1_yr_term,Eric,6,117,2343,4.99359795134443,326,35.8895705521472,,"6",Acton Precinct 6,ACTON,"2",3316,3.28999996,9.59000015,8510541.56807,15440.2386749
"eric,schlesinger",library_trustee_1_yr_term,Eric,7,74,2038,3.63101079489696,189,39.1534391534392,,"7",Acton Precinct 7,ACTON,"2",3369,3.25,9.77000046,8412192.34646,15726.0660266
"write,in",library_trustee_1_yr_term,Write,1,3,1890,0.158730158730159,130,2.30769230769231,,"1",Acton Precinct 1,ACTON,"2",3457,2.20000005,7.86999989,5690555.89727,12667.5725015
"write,in",library_trustee_1_yr_term,Write,2,5,2346,0.213128729752771,288,1.73611111111111,,"2",Acton Precinct 2,ACTON,"2",3344,3.72000003,10.21000004,9639979.63048,16439.4488578
"write,in",library_trustee_1_yr_term,Write,3,4,2582,0.154918667699458,531,0.753295668549906,,"3",Acton Precinct 3,ACTON,"2",3585,2.13000011,7.03000021,5510891.39562,11313.8060786
"write,in",library_trustee_1_yr_term,Write,4,3,2383,0.125891733109526,387,0.775193798449612,,"4",Acton Precinct 4,ACTON,"2",3434,2.77999997,7.01999998,7197528.9734,11303.6206045
"write,in",library_trustee_1_yr_term,Write,5,4,2384,0.167785234899329,333,1.2012012012012,,"5",Acton Precinct 5,ACTON,"2",3516,2.94000006,7.53999996,7604337.19163,12141.3925561
"write,in",library_trustee_1_yr_term,Write,6,2,2343,0.0853606487409304,326,0.613496932515337,,"6",Acton Precinct 6,ACTON,"2",3316,3.28999996,9.59000015,8510541.56807,15440.2386749
"write,in",library_trustee_1_yr_term,Write,7,4,2038,0.196270853778214,189,2.11640211640212,,"7",Acton Precinct 7,ACTON,"2",3369,3.25,9.77000046,8412192.34646,15726.0660266
blank,water_district_clerk,Blanks,1,111,1890,5.87301587301587,130,85.3846153846154,,"1",Acton Precinct 1,ACTON,"2",3457,2.20000005,7.86999989,5690555.89727,12667.5725015
blank,water_district_clerk,Blanks,2,267,2346,11.381074168798,292,91.4383561643836,,"2",Acton Precinct 2,ACTON,"2",3344,3.72000003,10.21000004,9639979.63048,16439.4488578
blank,water_district_clerk,Blanks,3,449,2582,17.3896204492641,531,84.5574387947269,,"3",Acton Precinct 3,ACTON,"2",3585,2.13000011,7.03000021,5510891.39562,11313.8060786
blank,water_district_clerk,Blanks,4,331,2383,13.8900545530843,387,85.5297157622739,,"4",Acton Precinct 4,ACTON,"2",3434,2.77999997,7.01999998,7197528.9734,11303.6206045
blank,water_district_clerk,Blanks,5,300,2384,12.5838926174497,333,90.0900900900901,,"5",Acton Precinct 5,ACTON,"2",3516,2.94000006,7.53999996,7604337.19163,12141.3925561
blank,water_district_clerk,Blanks,6,298,2343,12.7187366623986,326,91.4110429447853,,"6",Acton Precinct 6,ACTON,"2",3316,3.28999996,9.59000015,8510541.56807,15440.2386749
blank,water_district_clerk,Blanks,7,169,2038,8.29244357212954,189,89.4179894179894,,"7",Acton Precinct 7,ACTON,"2",3369,3.25,9.77000046,8412192.34646,15726.0660266
"write,in",water_district_clerk,Write,1,19,1890,1.00529100529101,130,14.6153846153846,,"1",Acton Precinct 1,ACTON,"2",3457,2.20000005,7.86999989,5690555.89727,12667.5725015
"write,in",water_district_clerk,Write,2,25,2346,1.06564364876385,292,8.56164383561644,,"2",Acton Precinct 2,ACTON,"2",3344,3.72000003,10.21000004,9639979.63048,16439.4488578
"write,in",water_district_clerk,Write,3,15,2582,0.580945003872967,531,2.82485875706215,,"3",Acton Precinct 3,ACTON,"2",3585,2.13000011,7.03000021,5510891.39562,11313.8060786
"write,in",water_district_clerk,Write,4,41,2383,1.72052035249685,387,10.594315245478,,"4",Acton Precinct 4,ACTON,"2",3434,2.77999997,7.01999998,7197528.9734,11303.6206045
"write,in",water_district_clerk,Write,5,33,2384,1.38422818791946,333,9.90990990990991,,"5",Acton Precinct 5,ACTON,"2",3516,2.94000006,7.53999996,7604337.19163,12141.3925561
"write,in",water_district_clerk,Write,6,28,2343,1.19504908237303,326,8.58895705521472,,"6",Acton Precinct 6,ACTON,"2",3316,3.28999996,9.59000015,8510541.56807,15440.2386749
"write,in",water_district_clerk,Write,7,20,2038,0.98135426889107,189,10.5820105820106,,"7",Acton Precinct 7,ACTON,"2",3369,3.25,9.77000046,8412192.34646,15726.0660266
"william,stanford",water_district_clerk,William,1,0,1890,0,130,0,,"1",Acton Precinct 1,ACTON,"2",3457,2.20000005,7.86999989,5690555.89727,12667.5725015
"william,stanford",water_district_clerk,William,2,0,2346,0,292,0,,"2",Acton Precinct 2,ACTON,"2",3344,3.72000003,10.21000004,9639979.63048,16439.4488578
"william,stanford",water_district_clerk,William,3,67,2582,2.59488768396592,531,12.6177024482109,,"3",Acton Precinct 3,ACTON,"2",3585,2.13000011,7.03000021,5510891.39562,11313.8060786
"william,stanford",water_district_clerk,William,4,15,2383,0.629458665547629,387,3.87596899224806,,"4",Acton Precinct 4,ACTON,"2",3434,2.77999997,7.01999998,7197528.9734,11303.6206045
"william,stanford",water_district_clerk,William,5,0,2384,0,333,0,,"5",Acton Precinct 5,ACTON,"2",3516,2.94000006,7.53999996,7604337.19163,12141.3925561
"william,stanford",water_district_clerk,William,6,0,2343,0,326,0,,"6",Acton Precinct 6,ACTON,"2",3316,3.28999996,9.59000015,8510541.56807,15440.2386749
"william,stanford",water_district_clerk,William,7,0,2038,0,189,0,,"7",Acton Precinct 7,ACTON,"2",3369,3.25,9.77000046,8412192.34646,15726.0660266
blank,water_district_commissioner,Blanks,1,16,1890,0.846560846560847,130,12.3076923076923,,"1",Acton Precinct 1,ACTON,"2",3457,2.20000005,7.86999989,5690555.89727,12667.5725015
blank,water_district_commissioner,Blanks,2,70,2346,2.98380221653879,292,23.972602739726,,"2",Acton Precinct 2,ACTON,"2",3344,3.72000003,10.21000004,9639979.63048,16439.4488578
blank,water_district_commissioner,Blanks,3,123,2582,4.76374903175833,531,23.1638418079096,,"3",Acton Precinct 3,ACTON,"2",3585,2.13000011,7.03000021,5510891.39562,11313.8060786
blank,water_district_commissioner,Blanks,4,93,2383,3.9026437263953,387,24.031007751938,,"4",Acton Precinct 4,ACTON,"2",3434,2.77999997,7.01999998,7197528.9734,11303.6206045
blank,water_district_commissioner,Blanks,5,73,2384,3.06208053691275,333,21.9219219219219,,"5",Acton Precinct 5,ACTON,"2",3516,2.94000006,7.53999996,7604337.19163,12141.3925561
blank,water_district_commissioner,Blanks,6,70,2343,2.98762270593256,326,21.4723926380368,,"6",Acton Precinct 6,ACTON,"2",3316,3.28999996,9.59000015,8510541.56807,15440.2386749
blank,water_district_commissioner,Blanks,7,42,2038,2.06084396467125,189,22.2222222222222,,"7",Acton Precinct 7,ACTON,"2",3369,3.25,9.77000046,8412192.34646,15726.0660266
"stephen,c.,stuntz",water_district_commissioner,Stephen,1,114,1890,6.03174603174603,130,87.6923076923077,,"1",Acton Precinct 1,ACTON,"2",3457,2.20000005,7.86999989,5690555.89727,12667.5725015
"stephen,c.,stuntz",water_district_commissioner,Stephen,2,220,2346,9.37766410912191,292,75.3424657534247,,"2",Acton Precinct 2,ACTON,"2",3344,3.72000003,10.21000004,9639979.63048,16439.4488578
"stephen,c.,stuntz",water_district_commissioner,Stephen,3,405,2582,15.6855151045701,531,76.271186440678,,"3",Acton Precinct 3,ACTON,"2",3585,2.13000011,7.03000021,5510891.39562,11313.8060786
"stephen,c.,stuntz",water_district_commissioner,Stephen,4,292,2383,12.2534620226605,387,75.4521963824289,,"4",Acton Precinct 4,ACTON,"2",3434,2.77999997,7.01999998,7197528.9734,11303.6206045
"stephen,c.,stuntz",water_district_commissioner,Stephen,5,259,2384,10.8640939597315,333,77.7777777777778,,"5",Acton Precinct 5,ACTON,"2",3516,2.94000006,7.53999996,7604337.19163,12141.3925561
"stephen,c.,stuntz",water_district_commissioner,Stephen,6,255,2343,10.8834827144686,326,78.2208588957055,,"6",Acton Precinct 6,ACTON,"2",3316,3.28999996,9.59000015,8510541.56807,15440.2386749
"stephen,c.,stuntz",water_district_commissioner,Stephen,7,147,2038,7.21295387634936,189,77.7777777777778,,"7",Acton Precinct 7,ACTON,"2",3369,3.25,9.77000046,8412192.34646,15726.0660266
"write,in",water_district_commissioner,Write,1,0,1890,0,130,0,,"1",Acton Precinct 1,ACTON,"2",3457,2.20000005,7.86999989,5690555.89727,12667.5725015
"write,in",water_district_commissioner,Write,2,2,2346,0.0852514919011083,292,0.684931506849315,,"2",Acton Precinct 2,ACTON,"2",3344,3.72000003,10.21000004,9639979.63048,16439.4488578
"write,in",water_district_commissioner,Write,3,3,2582,0.116189000774593,531,0.564971751412429,,"3",Acton Precinct 3,ACTON,"2",3585,2.13000011,7.03000021,5510891.39562,11313.8060786
"write,in",water_district_commissioner,Write,4,2,2383,0.0839278220730172,387,0.516795865633075,,"4",Acton Precinct 4,ACTON,"2",3434,2.77999997,7.01999998,7197528.9734,11303.6206045
"write,in",water_district_commissioner,Write,5,1,2384,0.0419463087248322,333,0.3003003003003,,"5",Acton Precinct 5,ACTON,"2",3516,2.94000006,7.53999996,7604337.19163,12141.3925561
"write,in",water_district_commissioner,Write,6,1,2343,0.0426803243704652,326,0.306748466257669,,"6",Acton Precinct 6,ACTON,"2",3316,3.28999996,9.59000015,8510541.56807,15440.2386749
"write,in",water_district_commissioner,Write,7,0,2038,0,189,0,,"7",Acton Precinct 7,ACTON,"2",3369,3.25,9.77000046,8412192.34646,15726.0660266
