candidate,election_name,precinct,votes,total_possible_votes,registered_votes_pct,total_votes_cast,cast_votes_pct
obama,president_vice_president,pct_2,1260,2293,54.949847361535106,1890,66.66666666666666
obama,president_vice_president,pct_3,1424,2503,56.891729924091095,2130,66.85446009389672
obama,president_vice_president,pct_4,1342,2270,59.118942731277535,1918,69.9687174139729
obama,president_vice_president,pct_5,1358,2272,59.77112676056338,1885,72.0424403183024
obama,president_vice_president,pct_6,1159,2209,52.46717971933001,1818,63.751375137513755
scattered,president_vice_president,pct_1,11,2493,0.4412354592860008,1994,0.551654964894684
scattered,president_vice_president,pct_2,9,2293,0.39249890972525076,1890,0.4761904761904762
scattered,president_vice_president,pct_3,8,2503,0.31961646024770274,2130,0.3755868544600939
scattered,president_vice_president,pct_4,9,2270,0.39647577092511016,1918,0.46923879040667366
scattered,president_vice_president,pct_5,8,2272,0.35211267605633806,1885,0.42440318302387264
scattered,president_vice_president,pct_6,10,2209,0.4526935264825713,1818,0.5500550055005501
blanks,senator_in_congress,pct_1,59,2493,2.366626554352186,1994,2.958876629889669
blanks,senator_in_congress,pct_2,39,2293,1.70082860880942,1890,2.0634920634920633
blanks,senator_in_congress,pct_3,46,2503,1.8377946464242907,2130,2.15962441314554
blanks,senator_in_congress,pct_4,38,2270,1.6740088105726871,1918,1.981230448383733
blanks,senator_in_congress,pct_5,50,2272,2.2007042253521125,1885,2.6525198938992043
blanks,senator_in_congress,pct_6,42,2209,1.9013128112267994,1818,2.31023102310231
"john,f.,kerry",senator_in_congress,pct_1,1295,2493,51.94544725230645,1994,64.94483450351053
"john,f.,kerry",senator_in_congress,pct_2,1242,2293,54.1648495420846,1890,65.71428571428571
"john,f.,kerry",senator_in_congress,pct_3,1397,2503,55.813024370755095,2130,65.5868544600939
"john,f.,kerry",senator_in_congress,pct_4,1320,2270,58.14977973568281,1918,68.82168925964547
"john,f.,kerry",senator_in_congress,pct_5,1274,2272,56.073943661971825,1885,67.58620689655173
"john,f.,kerry",senator_in_congress,pct_6,1153,2209,52.195563603440476,1818,63.42134213421342
"jeffrey,k.,beatty",senator_in_congress,pct_1,594,2493,23.826714801444044,1994,29.789368104312942
"jeffrey,k.,beatty",senator_in_congress,pct_2,563,2293,24.55298735281291,1890,29.788359788359784
"jeffrey,k.,beatty",senator_in_congress,pct_3,638,2503,25.489412704754294,2130,29.95305164319249
"jeffrey,k.,beatty",senator_in_congress,pct_4,506,2270,22.290748898678416,1918,26.38164754953076
"jeffrey,k.,beatty",senator_in_congress,pct_5,513,2272,22.579225352112676,1885,27.214854111405835
"jeffrey,k.,beatty",senator_in_congress,pct_6,568,2209,25.712992304210047,1818,31.24312431243124
"robert,j.,underwood",senator_in_congress,pct_1,44,2493,1.764941837144003,1994,2.206619859578736
"robert,j.,underwood",senator_in_congress,pct_2,43,2293,1.875272568687309,1890,2.2751322751322753
"robert,j.,underwood",senator_in_congress,pct_3,49,2503,1.9576508190171795,2130,2.3004694835680755
"robert,j.,underwood",senator_in_congress,pct_4,54,2270,2.378854625550661,1918,2.815432742440042
"robert,j.,underwood",senator_in_congress,pct_5,48,2272,2.112676056338028,1885,2.546419098143236
"robert,j.,underwood",senator_in_congress,pct_6,54,2209,2.444545043005885,1818,2.9702970297029703
scattered,senator_in_congress,pct_1,2,2493,0.08022462896109105,1994,0.10030090270812438
scattered,senator_in_congress,pct_2,3,2293,0.13083296990841692,1890,0.15873015873015872
scattered,senator_in_congress,pct_3,0,2503,0,2130,0
scattered,senator_in_congress,pct_4,0,2270,0,1918,0
scattered,senator_in_congress,pct_5,0,2272,0,1885,0
scattered,senator_in_congress,pct_6,1,2209,0.04526935264825713,1818,0.055005500550055
blanks,representative_in_congress,pct_1,453,2493,18.170878459687124,1794,25.25083612040134
blanks,representative_in_congress,pct_2,425,2293,18.53467073702573,1890,22.486772486772484
blanks,representative_in_congress,pct_3,506,2503,20.2157411106672,2130,23.75586854460094
blanks,representative_in_congress,pct_4,404,2270,17.797356828193834,1918,21.063607924921794
blanks,representative_in_congress,pct_5,390,2272,17.16549295774648,1885,20.689655172413794
blanks,representative_in_congress,pct_6,413,2209,18.696242643730194,1818,22.717271727172715
"nicola,s.,tsongas",representative_in_congress,pct_1,1296,2493,51.985559566786996,1794,72.24080267558529
"nicola,s.,tsongas",representative_in_congress,pct_2,1436,2293,62.625381596162235,1890,75.97883597883597
"nicola,s.,tsongas",representative_in_congress,pct_3,1582,2503,63.20415501398322,2130,74.27230046948357
"nicola,s.,tsongas",representative_in_congress,pct_4,1478,2270,65.1101321585903,1918,77.0594369134515
"nicola,s.,tsongas",representative_in_congress,pct_5,1468,2272,64.61267605633803,1885,77.87798408488064
"nicola,s.,tsongas",representative_in_congress,pct_6,1355,2209,61.33997283838841,1818,74.53245324532453
scattered,representative_in_congress,pct_1,45,2493,1.8050541516245486,1794,2.508361204013378
scattered,representative_in_congress,pct_2,29,2293,1.264718709114697,1890,1.5343915343915344
scattered,representative_in_congress,pct_3,42,2503,1.6779864163004392,2130,1.971830985915493
scattered,representative_in_congress,pct_4,36,2270,1.5859030837004406,1918,1.8769551616266946
scattered,representative_in_congress,pct_5,27,2272,1.1883802816901408,1885,1.4323607427055705
scattered,representative_in_congress,pct_6,50,2209,2.263467632412856,1818,2.7502750275027505
blanks,councillor,pct_1,677,2493,27.156036903329323,1994,33.951855566700104
blanks,councillor,pct_2,650,2293,28.347143480157,1890,34.39153439153439
blanks,councillor,pct_3,736,2503,29.40471434278865,2130,34.55399061032864
blanks,councillor,pct_4,637,2270,28.061674008810574,1918,33.21167883211679
blanks,councillor,pct_5,605,2272,26.628521126760564,1885,32.09549071618037
blanks,councillor,pct_6,664,2209,30.058850158442734,1818,36.52365236523652
"marilyn,m.,petitto",councillor,pct_1,1295,2493,51.94544725230645,1994,64.94483450351053
"marilyn,m.,petitto",councillor,pct_2,1224,2293,53.37985172263411,1890,64.76190476190476
"marilyn,m.,petitto",councillor,pct_3,1364,2503,54.49460647223332,2130,64.037558685446
"marilyn,m.,petitto",councillor,pct_4,1258,2270,55.41850220264317,1918,65.58915537017727
"marilyn,m.,petitto",councillor,pct_5,1269,2272,55.85387323943662,1885,67.3209549071618
"marilyn,m.,petitto",councillor,pct_6,1126,2209,50.97329108193753,1818,61.93619361936194
scattered,councillor,pct_1,22,2493,0.8824709185720016,1994,1.103309929789368
scattered,councillor,pct_2,16,2293,0.697775839511557,1890,0.8465608465608466
scattered,councillor,pct_3,30,2503,1.1985617259288852,2130,1.4084507042253522
scattered,councillor,pct_4,23,2270,1.013215859030837,1918,1.1991657977059436
scattered,councillor,pct_5,11,2272,0.48415492957746475,1885,0.583554376657825
scattered,councillor,pct_6,28,2209,1.2675418741511997,1818,1.54015401540154
blanks,senator_in_general_court,pct_1,168,2493,6.738868832731648,1994,8.425275827482448
blanks,senator_in_general_court,pct_2,122,2293,5.320540776275622,1890,6.455026455026455
blanks,senator_in_general_court,pct_3,86,2503,3.4358769476628046,2130,4.037558685446009
blanks,senator_in_general_court,pct_4,74,2270,3.2599118942731278,1918,3.8581856100104277
blanks,senator_in_general_court,pct_5,101,2272,4.445422535211268,1885,5.358090185676392
blanks,senator_in_general_court,pct_6,102,2209,4.617473970122227,1818,5.6105610561056105
"james,b.,eldridge",senator_in_general_court,pct_1,1267,2493,50.82230244685119,1994,63.54062186559679
"james,b.,eldridge",senator_in_general_court,pct_2,1245,2293,54.29568251199303,1890,65.87301587301587
"james,b.,eldridge",senator_in_general_court,pct_3,1474,2503,58.88933280063924,2130,69.2018779342723
"james,b.,eldridge",senator_in_general_court,pct_4,1377,2270,60.66079295154185,1918,71.79353493222106
"james,b.,eldridge",senator_in_general_court,pct_5,1327,2272,58.40669014084507,1885,70.39787798408487
"james,b.,eldridge",senator_in_general_court,pct_6,1172,2209,53.05568130375735,1818,64.46644664466447
"steven,l.,levy",senator_in_general_court,pct_1,557,2493,22.342559165663857,1994,27.933801404212637
"steven,l.,levy",senator_in_general_court,pct_2,521,2293,22.72132577409507,1890,27.566137566137566
"steven,l.,levy",senator_in_general_court,pct_3,566,2503,22.61286456252497,2130,26.572769953051644
"steven,l.,levy",senator_in_general_court,pct_4,467,2270,20.572687224669604,1918,24.34827945776851
"steven,l.,levy",senator_in_general_court,pct_5,453,2272,19.93838028169014,1885,24.03183023872679
"steven,l.,levy",senator_in_general_court,pct_6,542,2209,24.535989135355365,1818,29.812981298129813
scattered,senator_in_general_court,pct_1,2,2493,0.08022462896109105,1994,0.10030090270812438
scattered,senator_in_general_court,pct_2,2,2293,0.08722197993894462,1890,0.10582010582010583
scattered,senator_in_general_court,pct_3,4,2503,0.15980823012385137,2130,0.18779342723004694
scattered,senator_in_general_court,pct_4,0,2270,0,1918,0
scattered,senator_in_general_court,pct_5,4,2272,0.17605633802816903,1885,0.21220159151193632
scattered,senator_in_general_court,pct_6,2,2209,0.09053870529651425,1818,0.11001100110011
blanks,rep_in_general_court_14th_pct_126,pct_1,291,2493,11.672683513838749,1994,14.593781344032097
blanks,rep_in_general_court_14th_pct_126,pct_2,215,2293,9.376362843436546,1890,11.375661375661375
blanks,rep_in_general_court_14th_pct_126,pct_3,0,2503,0,0,NA
blanks,rep_in_general_court_14th_pct_126,pct_4,0,2270,0,0,NA
blanks,rep_in_general_court_14th_pct_126,pct_5,0,2272,0,0,NA
blanks,rep_in_general_court_14th_pct_126,pct_6,212,2209,9.597102761430513,1818,11.66116611661166
"cory,atkins",rep_in_general_court_14th_pct_126,pct_1,1109,2493,44.484556758924995,1994,55.61685055165496
"cory,atkins",rep_in_general_court_14th_pct_126,pct_2,1110,2293,48.40819886611426,1890,58.730158730158735
"cory,atkins",rep_in_general_court_14th_pct_126,pct_3,0,2503,0,0,NA
"cory,atkins",rep_in_general_court_14th_pct_126,pct_4,0,2270,0,0,NA
"cory,atkins",rep_in_general_court_14th_pct_126,pct_5,0,2272,0,0,NA
"cory,atkins",rep_in_general_court_14th_pct_126,pct_6,1034,2209,46.808510638297875,1818,56.875687568756874
"richard,p.,mcclure",rep_in_general_court_14th_pct_126,pct_1,590,2493,23.66626554352186,1994,29.58876629889669
"richard,p.,mcclure",rep_in_general_court_14th_pct_126,pct_2,556,2293,24.247710423026604,1890,29.417989417989414
"richard,p.,mcclure",rep_in_general_court_14th_pct_126,pct_3,0,2503,0,0,NA
"richard,p.,mcclure",rep_in_general_court_14th_pct_126,pct_4,0,2270,0,0,NA
"richard,p.,mcclure",rep_in_general_court_14th_pct_126,pct_5,0,2272,0,0,NA
"richard,p.,mcclure",rep_in_general_court_14th_pct_126,pct_6,559,2209,25.305568130375732,1818,30.748074807480748
scattered,rep_in_general_court_14th_pct_126,pct_1,4,2493,0.1604492579221821,1994,0.20060180541624875
scattered,rep_in_general_court_14th_pct_126,pct_2,9,2293,0.39249890972525076,1890,0.4761904761904762
scattered,rep_in_general_court_14th_pct_126,pct_3,0,2503,0,0,NA
scattered,rep_in_general_court_14th_pct_126,pct_4,0,2270,0,0,NA
scattered,rep_in_general_court_14th_pct_126,pct_5,0,2272,0,0,NA
scattered,rep_in_general_court_14th_pct_126,pct_6,13,2209,0.5885015844273427,1818,0.7150715071507151
blanks,rep_in_general_court_37th_pct_345,pct_1,0,2493,0,0,NA
blanks,rep_in_general_court_37th_pct_345,pct_2,0,2293,0,0,NA
blanks,rep_in_general_court_37th_pct_345,pct_3,133,2503,5.313623651618058,2130,6.244131455399061
blanks,rep_in_general_court_37th_pct_345,pct_4,133,2270,5.859030837004405,1918,6.934306569343065
blanks,rep_in_general_court_37th_pct_345,pct_5,175,2272,7.702464788732394,1885,9.283819628647215
blanks,rep_in_general_court_37th_pct_345,pct_6,0,2209,0,0,NA
"jennifer,e.,benson",rep_in_general_court_37th_pct_345,pct_1,0,2493,0,0,NA
"jennifer,e.,benson",rep_in_general_court_37th_pct_345,pct_2,0,2293,0,0,NA
"jennifer,e.,benson",rep_in_general_court_37th_pct_345,pct_3,1163,2503,46.46424290850979,2130,54.600938967136145
"jennifer,e.,benson",rep_in_general_court_37th_pct_345,pct_4,1072,2270,47.22466960352423,1918,55.89155370177268
"jennifer,e.,benson",rep_in_general_court_37th_pct_345,pct_5,1023,2272,45.026408450704224,1885,54.27055702917772
"jennifer,e.,benson",rep_in_general_court_37th_pct_345,pct_6,0,2209,0,0,NA
"kurt,hayes",rep_in_general_court_37th_pct_345,pct_1,0,2493,0,0,NA
"kurt,hayes",rep_in_general_court_37th_pct_345,pct_2,0,2293,0,0,NA
"kurt,hayes",rep_in_general_court_37th_pct_345,pct_3,828,2503,33.080303635637236,2130,38.87323943661972
"kurt,hayes",rep_in_general_court_37th_pct_345,pct_4,708,2270,31.18942731277533,1918,36.91345151199166
"kurt,hayes",rep_in_general_court_37th_pct_345,pct_5,686,2272,30.193661971830988,1885,36.39257294429708
"kurt,hayes",rep_in_general_court_37th_pct_345,pct_6,0,2209,0,0,NA
scattered,rep_in_general_court_37th_pct_345,pct_1,0,2493,0,0,NA
scattered,rep_in_general_court_37th_pct_345,pct_2,0,2293,0,0,NA
scattered,rep_in_general_court_37th_pct_345,pct_3,6,2503,0.23971234518577705,2130,0.28169014084507044
scattered,rep_in_general_court_37th_pct_345,pct_4,5,2270,0.22026431718061676,1918,0.2606882168925964
scattered,rep_in_general_court_37th_pct_345,pct_5,1,2272,0.04401408450704226,1885,0.05305039787798408
scattered,rep_in_general_court_37th_pct_345,pct_6,0,2209,0,0,NA
blanks,register_of_probate,pct_1,708,2493,28.399518652226234,1994,35.50651955867603
blanks,register_of_probate,pct_2,659,2293,28.739642389882253,1890,34.86772486772487
blanks,register_of_probate,pct_3,747,2503,29.844186975629245,2130,35.070422535211264
blanks,register_of_probate,pct_4,639,2270,28.149779735682817,1918,33.315954118873826
blanks,register_of_probate,pct_5,612,2272,26.936619718309856,1885,32.46684350132626
blanks,register_of_probate,pct_6,682,2209,30.873698506111364,1818,37.51375137513752
"tara,e.,decristofara",register_of_probate,pct_1,1264,2493,50.701965503409554,1994,63.390170511534606
"tara,e.,decristofara",register_of_probate,pct_2,1213,2293,52.90013083296991,1890,64.17989417989418
"tara,e.,decristofara",register_of_probate,pct_3,1358,2503,54.25489412704755,2130,63.755868544600936
"tara,e.,decristofara",register_of_probate,pct_4,1257,2270,55.37444933920705,1918,65.53701772679875
"tara,e.,decristofara",register_of_probate,pct_5,1262,2272,55.54577464788733,1885,66.94960212201592
"tara,e.,decristofara",register_of_probate,pct_6,1106,2209,50.067904028972386,1818,60.83608360836084
scattered,register_of_probate,pct_1,22,2493,0.8824709185720016,1994,1.103309929789368
scattered,register_of_probate,pct_2,18,2293,0.7849978194505015,1890,0.9523809523809524
scattered,register_of_probate,pct_3,25,2503,0.9988014382740711,2130,1.1737089201877933
scattered,register_of_probate,pct_4,22,2270,0.9691629955947136,1918,1.1470281543274243
scattered,register_of_probate,pct_5,11,2272,0.48415492957746475,1885,0.583554376657825
scattered,register_of_probate,pct_6,30,2209,1.3580805794477138,1818,1.65016501650165
blanks,question_1_income_tax,pct_1,70,2493,2.807862013638187,1994,3.510531594784353
blanks,question_1_income_tax,pct_2,44,2293,1.9188835586567816,1890,2.328042328042328
blanks,question_1_income_tax,pct_3,41,2503,1.6380343587694766,2130,1.9248826291079812
blanks,question_1_income_tax,pct_4,36,2270,1.5859030837004406,1918,1.8769551616266946
blanks,question_1_income_tax,pct_5,42,2272,1.8485915492957745,1885,2.2281167108753315
blanks,question_1_income_tax,pct_6,37,2209,1.6749660479855137,1818,2.035203520352035
yes,question_1_income_tax,pct_1,656,2493,26.313678299237864,1994,32.89869608826479
yes,question_1_income_tax,pct_2,540,2293,23.549934583515046,1890,28.57142857142857
yes,question_1_income_tax,pct_3,596,2503,23.811426288453855,2130,27.981220657276996
yes,question_1_income_tax,pct_4,502,2270,22.11453744493392,1918,26.173096976016687
yes,question_1_income_tax,pct_5,503,2272,22.139084507042252,1885,26.684350132625994
yes,question_1_income_tax,pct_6,548,2209,24.807605251244908,1818,30.143014301430142
no,question_1_income_tax,pct_1,1268,2493,50.862414761331735,1994,63.59077231695085
no,question_1_income_tax,pct_2,1306,2293,56.95595290013083,1890,69.1005291005291
no,question_1_income_tax,pct_3,1493,2503,59.64842189372753,2130,70.09389671361502
no,question_1_income_tax,pct_4,1380,2270,60.792951541850215,1918,71.94994786235662
no,question_1_income_tax,pct_5,1340,2272,58.97887323943662,1885,71.08753315649867
no,question_1_income_tax,pct_6,1233,2209,55.81711181530105,1818,67.82178217821783
blanks,question_2_marijuana,pct_1,68,2493,2.727637384677096,1994,3.4102306920762286
blanks,question_2_marijuana,pct_2,40,2293,1.744439598778892,1890,2.1164021164021163
blanks,question_2_marijuana,pct_3,41,2503,1.6380343587694766,2130,1.9248826291079812
blanks,question_2_marijuana,pct_4,32,2270,1.4096916299559472,1918,1.6684045881126173
blanks,question_2_marijuana,pct_5,30,2272,1.3204225352112675,1885,1.5915119363395225
blanks,question_2_marijuana,pct_6,27,2209,1.2222725215029424,1818,1.4851485148514851
yes,question_2_marijuana,pct_1,1285,2493,51.544324107501005,1994,64.44332998996991
yes,question_2_marijuana,pct_2,1242,2293,54.1648495420846,1890,65.71428571428571
yes,question_2_marijuana,pct_3,1453,2503,58.05033959248901,2130,68.21596244131456
yes,question_2_marijuana,pct_4,1287,2270,56.696035242290755,1918,67.10114702815433
yes,question_2_marijuana,pct_5,1305,2272,57.43838028169014,1885,69.23076923076923
yes,question_2_marijuana,pct_6,1202,2209,54.41376188320507,1818,66.11661166116612
no,question_2_marijuana,pct_1,641,2493,25.711993582029685,1994,32.14643931795386
no,question_2_marijuana,pct_2,608,2293,26.515481901439163,1890,32.16931216931217
no,question_2_marijuana,pct_3,636,2503,25.40950858969237,2130,29.859154929577464
no,question_2_marijuana,pct_4,599,2270,26.387665198237887,1918,31.230448383733055
no,question_2_marijuana,pct_5,550,2272,24.20774647887324,1885,29.177718832891248
no,question_2_marijuana,pct_6,589,2209,26.663648709823452,1818,32.3982398239824
blanks,town_of_acton_final,pct_1,80,2493,3.2089851584436424,4041,1.979707993071022
blanks,town_of_acton_final,pct_2,55,2293,2.398604448320977,3796,1.4488935721812435
blanks,town_of_acton_final,pct_3,48,2503,1.9176987614862164,10769,0.445723836939363
blanks,town_of_acton_final,pct_4,54,2270,2.378854625550661,9887,0.5461717406695661
blanks,town_of_acton_final,pct_5,37,2272,1.6285211267605633,10614,0.3485961937064255
blanks,town_of_acton_final,pct_6,38,2209,1.7202354006337708,9969,0.38118166315578295
yes,town_of_acton_final,pct_1,1306,2493,52.38668271159246,4041,32.318732986884434
yes,town_of_acton_final,pct_2,1201,2293,52.37679895333625,3796,31.638566912539517
yes,town_of_acton_final,pct_3,1349,2503,53.89532560926887,10769,12.526697000650014
yes,town_of_acton_final,pct_4,1238,2270,54.53744493392071,9887,12.521492869424497
yes,town_of_acton_final,pct_5,1267,2272,55.765845070422536,10614,11.937064254757868
yes,town_of_acton_final,pct_6,1194,2209,54.051607062019016,9969,11.977129100210652
no,town_of_acton_final,pct_1,608,2493,24.38828720417168,4041,15.045780747339768
no,town_of_acton_final,pct_2,634,2293,27.649367640645444,3796,16.701791359325604
no,town_of_acton_final,pct_3,733,2503,29.284858170195765,10769,6.806574426594855
no,town_of_acton_final,pct_4,626,2270,27.57709251101322,9887,6.331546475169414
no,town_of_acton_final,pct_5,581,2272,25.57218309859155,10614,5.473902393065763
no,town_of_acton_final,pct_6,586,2209,26.527840651878677,9969,5.878222489718126
blanks,question_4_rainy_day_fund,pct_1,0,2493,0,0,NA
blanks,question_4_rainy_day_fund,pct_2,0,2293,0,0,NA
blanks,question_4_rainy_day_fund,pct_3,281,2503,11.22652816620056,2130,13.192488262910798
blanks,question_4_rainy_day_fund,pct_4,223,2270,9.823788546255505,1918,11.6266944734098
blanks,question_4_rainy_day_fund,pct_5,254,2272,11.179577464788732,1885,13.474801061007957
blanks,question_4_rainy_day_fund,pct_6,0,2209,0,0,NA
yes,question_4_rainy_day_fund,pct_1,0,2493,0,0,NA
yes,question_4_rainy_day_fund,pct_2,0,2293,0,0,NA
yes,question_4_rainy_day_fund,pct_3,973,2503,38.87335197762685,2130,45.68075117370892
yes,question_4_rainy_day_fund,pct_4,934,2270,41.14537444933921,1918,48.69655891553702
yes,question_4_rainy_day_fund,pct_5,945,2272,41.59330985915493,1885,50.132625994694955
yes,question_4_rainy_day_fund,pct_6,0,2209,0,0,NA
no,question_4_rainy_day_fund,pct_1,0,2493,0,0,NA
no,question_4_rainy_day_fund,pct_2,0,2293,0,0,NA
no,question_4_rainy_day_fund,pct_3,876,2503,34.99800239712345,2130,41.12676056338028
no,question_4_rainy_day_fund,pct_4,761,2270,33.52422907488987,1918,39.67674661105318
no,question_4_rainy_day_fund,pct_5,686,2272,30.193661971830988,1885,36.39257294429708
no,question_4_rainy_day_fund,pct_6,0,2209,0,0,NA
